t,theta,w,torque
2.56,-20.891,-0.00791548,3.5
2.57,-20.8909,0.0359273,3.5
2.58,-20.8903,0.0795531,3.5
2.59,-20.8893,0.122965,3.5
2.6,-20.8878,0.166166,3.5
2.61,-20.8859,0.209158,3.5
2.62,-20.8836,0.251946,3.5
2.63,-20.8809,0.294532,3.5
2.64,-20.8777,0.336918,3.5
2.65,-20.8742,0.379108,3.5
2.66,-20.8702,0.421103,3.5
2.67,-20.8657,0.462908,3.5
2.68,-20.8609,0.504524,3.5
2.69,-20.8557,0.545954,3.5
2.7,-20.85,0.5872,3.5
2.71,-20.8439,0.628265,3.5
2.72,-20.8374,0.669151,3.5
2.73,-20.8305,0.70986,3.5
2.74,-20.8232,0.750394,3.5
2.75,-20.8155,0.790755,3.5
2.76,-20.8074,0.830946,3.5
2.77,-20.7989,0.870967,3.5
2.78,-20.79,0.91082,3.5
2.79,-20.7807,0.950508,3.5
2.8,-20.771,0.990031,3.5
2.81,-20.7609,1.02939,3.5
2.82,-20.7504,1.06859,3.5
2.83,-20.7395,1.10763,3.5
2.84,-20.7282,1.1465,3.5
2.85,-20.7166,1.18522,3.5
2.86,-20.7045,1.22378,3.5
2.87,-20.6921,1.26218,3.5
2.88,-20.6793,1.30042,3.5
2.89,-20.6661,1.33851,3.5
2.9,-20.6525,1.37644,3.5
2.91,-20.6386,1.41421,3.5
2.92,-20.6242,1.45182,3.5
2.93,-20.6095,1.48928,3.5
2.94,-20.5945,1.52657,3.5
2.95,-20.579,1.56371,3.5
2.96,-20.5632,1.60068,3.5
2.97,-20.547,1.6375,3.5
2.98,-20.5304,1.67415,3.5
2.99,-20.5135,1.71063,3.5
3,-20.4962,1.74695,3.5
3.01,-20.4786,1.78311,3.5
3.02,-20.4606,1.81909,3.5
3.03,-20.4422,1.8549,3.5
3.04,-20.4235,1.89053,3.5
3.05,-20.4044,1.92599,3.5
3.06,-20.3849,1.96127,3.5
3.07,-20.3652,1.99637,3.5
3.08,-20.345,2.03128,3.5
3.09,-20.3245,2.066,3.5
3.1,-20.3037,2.10052,3.5
3.11,-20.2825,2.13485,3.5
3.12,-20.261,2.16898,3.5
3.13,-20.2391,2.20291,3.5
3.14,-20.2169,2.23662,3.5
3.15,-20.1944,2.27013,3.5
3.16,-20.1715,2.30341,3.5
3.17,-20.1483,2.33648,3.5
3.18,-20.1248,2.36931,3.5
3.19,-20.101,2.40191,3.5
3.2,-20.0768,2.43428,3.5
3.21,-20.0523,2.4664,3.5
3.22,-20.0275,2.49827,3.5
3.23,-20.0023,2.52989,3.5
3.24,-19.9769,2.56125,3.5
3.25,-19.9511,2.59234,3.5
3.26,-19.925,2.62316,3.5
3.27,-19.8986,2.65371,3.5
3.28,-19.8719,2.68396,3.5
3.29,-19.8449,2.71393,3.5
3.3,-19.8177,2.7436,3.5
3.31,-19.7901,2.77297,3.5
3.32,-19.7622,2.80203,3.5
3.33,-19.734,2.83077,3.5
3.34,-19.7056,2.85919,3.5
3.35,-19.6769,2.88728,3.5
3.36,-19.6478,2.91504,3.5
3.37,-19.6186,2.94245,3.5
3.38,-19.589,2.96952,3.5
3.39,-19.5592,2.99623,3.5
3.4,-19.5291,3.02258,3.5
3.41,-19.4987,3.04857,3.5
3.42,-19.4681,3.07419,3.5
3.43,-19.4372,3.09942,3.5
3.44,-19.4061,3.12428,3.5
3.45,-19.3747,3.14875,3.5
3.46,-19.3431,3.17282,3.5
3.47,-19.3113,3.19649,3.5
3.48,-19.2792,3.21976,3.5
3.49,-19.2469,3.24262,3.5
3.5,-19.2144,3.26507,3.5
3.51,-19.1816,3.28711,3.5
3.52,-19.1486,3.30872,3.5
3.53,-19.1154,3.32991,3.5
3.54,-19.082,3.35068,3.5
3.55,-19.0484,3.37101,3.5
3.56,-19.0146,3.39092,3.5
3.57,-18.9806,3.41039,3.5
3.58,-18.9464,3.42942,3.5
3.59,-18.912,3.44803,3.5
3.6,-18.8774,3.46619,3.5
3.61,-18.8427,3.48392,3.5
3.62,-18.8078,3.50122,3.5
3.63,-18.7727,3.51807,3.5
3.64,-18.7374,3.5345,3.5
3.65,-18.702,3.55049,3.5
3.66,-18.6664,3.56605,3.5
3.67,-18.6307,3.58119,3.5
3.68,-18.5948,3.5959,3.5
3.69,-18.5587,3.61019,3.5
3.7,-18.5226,3.62407,3.5
3.71,-18.4863,3.63753,3.5
3.72,-18.4498,3.65058,3.5
3.73,-18.4132,3.66324,3.5
3.74,-18.3766,3.6755,3.5
3.75,-18.3397,3.68738,3.5
3.76,-18.3028,3.69887,3.5
3.77,-18.2658,3.70999,3.5
3.78,-18.2286,3.72075,3.5
3.79,-18.1913,3.73115,3.5
3.8,-18.154,3.74121,3.5
3.81,-18.1165,3.75093,3.5
3.82,-18.079,3.76032,3.5
3.83,-18.0413,3.7694,3.5
3.84,-18.0036,3.77817,3.5
3.85,-17.9658,3.78665,3.5
3.86,-17.9279,3.79484,3.5
3.87,-17.8899,3.80277,3.5
3.88,-17.8518,3.81044,3.5
3.89,-17.8137,3.81786,3.5
3.9,-17.7754,3.82506,3.5
3.91,-17.7372,3.83203,3.5
3.92,-17.6988,3.83881,3.5
3.93,-17.6604,3.84539,3.5
3.94,-17.6219,3.8518,3.5
3.95,-17.5833,3.85804,3.5
3.96,-17.5447,3.86414,3.5
3.97,-17.5061,3.87011,3.5
3.98,-17.4673,3.87596,3.5
3.99,-17.4285,3.88171,3.5
4,-17.3897,3.88737,3.5
4.01,-17.3508,3.89296,3.5
4.02,-17.3118,3.8985,3.5
4.03,-17.2728,3.90399,3.5
4.04,-17.2338,3.90946,3.5
4.05,-17.1946,3.91493,3.5
4.06,-17.1555,3.92039,3.5
4.07,-17.1162,3.92588,3.5
4.08,-17.0769,3.9314,3.5
4.09,-17.0376,3.93697,3.5
4.1,-16.9982,3.94261,3.5
4.11,-16.9587,3.94834,3.5
4.12,-16.9192,3.95415,3.5
4.13,-16.8797,3.96008,3.5
4.14,-16.84,3.96613,3.5
4.15,-16.8003,3.97232,3.5
4.16,-16.7606,3.97865,3.5
4.17,-16.7208,3.98516,3.5
4.18,-16.6809,3.99184,3.5
4.19,-16.6409,3.99871,3.5
4.2,-16.6009,4.00579,3.5
4.21,-16.5608,4.01308,3.5
4.22,-16.5206,4.0206,3.5
4.23,-16.4804,4.02836,3.5
4.24,-16.4401,4.03636,3.5
4.25,-16.3997,4.04463,3.5
4.26,-16.3592,4.05316,3.5
4.27,-16.3186,4.06198,3.5
4.28,-16.2779,4.07108,3.5
4.29,-16.2372,4.08048,3.5
4.3,-16.1963,4.09018,3.5
4.31,-16.1554,4.10019,3.5
4.32,-16.1143,4.11053,3.5
4.33,-16.0732,4.12118,3.5
4.34,-16.0319,4.13217,3.5
4.35,-15.9905,4.1435,3.5
4.36,-15.949,4.15516,3.5
4.37,-15.9074,4.16717,3.5
4.38,-15.8657,4.17953,3.5
4.39,-15.8238,4.19224,3.5
4.4,-15.7818,4.20529,3.5
4.41,-15.7397,4.21871,3.5
4.42,-15.6975,4.23247,3.5
4.43,-15.6551,4.24659,3.5
4.44,-15.6125,4.26106,3.5
4.45,-15.5698,4.27589,3.5
4.46,-15.527,4.29106,3.5
4.47,-15.484,4.30657,3.5
4.48,-15.4409,4.32243,3.5
4.49,-15.3976,4.33863,3.5
4.5,-15.3541,4.35515,3.5
4.51,-15.3105,4.372,3.5
4.52,-15.2667,4.38917,3.5
4.53,-15.2227,4.40665,3.5
4.54,-15.1785,4.42443,3.5
4.55,-15.1342,4.4425,3.5
4.56,-15.0897,4.46086,3.5
4.57,-15.045,4.47948,3.5
4.58,-15.0001,4.49837,3.5
4.59,-14.955,4.5175,3.5
4.6,-14.9097,4.53687,3.5
4.61,-14.8643,4.55645,3.5
4.62,-14.8186,4.57624,3.5
4.63,-14.7727,4.59622,3.5
4.64,-14.7267,4.61636,3.5
4.65,-14.6804,4.63667,3.5
4.66,-14.634,4.65711,3.5
4.67,-14.5873,4.67767,3.5
4.68,-14.5404,4.69834,3.5
4.69,-14.4933,4.71908,3.5
4.7,-14.446,4.73988,3.5
4.71,-14.3985,4.76073,3.5
4.72,-14.3508,4.78159,3.5
4.73,-14.3029,4.80245,3.5
4.74,-14.2548,4.82329,3.5
4.75,-14.2064,4.84407,3.5
4.76,-14.1579,4.86479,3.5
4.77,-14.1091,4.88541,3.5
4.78,-14.0602,4.90592,3.5
4.79,-14.011,4.92629,3.5
4.8,-13.9616,4.94649,3.5
4.81,-13.9121,4.96651,3.5
4.82,-13.8623,4.98631,3.5
4.83,-13.8123,5.00588,3.5
4.84,-13.7622,5.0252,3.5
4.85,-13.7118,5.04424,3.5
4.86,-13.6613,5.06297,3.5
4.87,-13.6106,5.08138,3.5
4.88,-13.5597,5.09944,3.5
4.89,-13.5086,5.11713,3.5
4.9,-13.4573,5.13444,3.5
4.91,-13.4059,5.15133,3.5
4.92,-13.3543,5.1678,3.5
4.93,-13.3026,5.18383,3.5
4.94,-13.2506,5.19939,3.5
4.95,-13.1986,5.21447,3.5
4.96,-13.1464,5.22906,3.5
4.97,-13.094,5.24314,3.5
4.98,-13.0415,5.25669,3.5
4.99,-12.9889,5.26971,3.5
5,-12.9361,5.28219,3.5
5.01,-12.8832,5.29412,3.5
5.02,-12.8302,5.30548,3.5
5.03,-12.7771,5.31628,3.5
5.04,-12.7239,5.3265,3.5
5.05,-12.6706,5.33615,3.5
5.06,-12.6172,5.34522,3.5
5.07,-12.5637,5.35371,3.5
5.08,-12.5101,5.36163,3.5
5.09,-12.4564,5.36897,3.5
5.1,-12.4027,5.37575,3.5
5.11,-12.3489,5.38196,3.5
5.12,-12.2951,5.38762,3.5
5.13,-12.2412,5.39273,3.5
5.14,-12.1872,5.3973,3.5
5.15,-12.1332,5.40136,3.5
5.16,-12.0792,5.4049,3.5
5.17,-12.0251,5.40795,3.5
5.18,-11.9711,5.41052,3.5
5.19,-11.9169,5.41263,3.5
5.2,-11.8628,5.41431,3.5
5.21,-11.8087,5.41556,3.5
5.22,-11.7545,5.41641,3.5
5.23,-11.7003,5.41689,3.5
5.24,-11.6462,5.41702,3.5
5.25,-11.592,5.41682,3.5
5.26,-11.5378,5.41631,3.5
5.27,-11.4837,5.41553,3.5
5.28,-11.4295,5.4145,3.5
5.29,-11.3754,5.41325,3.5
5.3,-11.3212,5.4118,3.5
5.31,-11.2671,5.41019,3.5
5.32,-11.213,5.40844,3.5
5.33,-11.159,5.40659,3.5
5.34,-11.1049,5.40465,3.5
5.35,-11.0509,5.40267,3.5
5.36,-10.9969,5.40067,3.5
5.37,-10.9429,5.39867,3.5
5.38,-10.8889,5.39672,3.5
5.39,-10.8349,5.39483,3.5
5.4,-10.781,5.39304,3.5
5.41,-10.7271,5.39137,3.5
5.42,-10.6732,5.38985,3.5
5.43,-10.6193,5.38851,3.5
5.44,-10.5654,5.38737,3.5
5.45,-10.5115,5.38646,3.5
5.46,-10.4577,5.38581,3.5
5.47,-10.4038,5.38544,3.5
5.48,-10.3499,5.38537,3.5
5.49,-10.2961,5.38562,3.5
5.5,-10.2422,5.38621,3.5
5.51,-10.1884,5.38717,3.5
5.52,-10.1345,5.38852,3.5
5.53,-10.0806,5.39026,3.5
5.54,-10.0267,5.39242,3.5
5.55,-9.97275,5.39502,3.5
5.56,-9.91878,5.39806,3.5
5.57,-9.86478,5.40156,3.5
5.58,-9.81075,5.40553,3.5
5.59,-9.75667,5.40998,3.5
5.6,-9.70255,5.41491,3.5
5.61,-9.64837,5.42035,3.5
5.62,-9.59414,5.42628,3.5
5.63,-9.53984,5.43271,3.5
5.64,-9.48548,5.43965,3.5
5.65,-9.43105,5.4471,3.5
5.66,-9.37654,5.45506,3.5
5.67,-9.32195,5.46352,3.5
5.68,-9.26727,5.47247,3.5
5.69,-9.21249,5.48193,3.5
5.7,-9.15763,5.49187,3.5
5.71,-9.10266,5.50228,3.5
5.72,-9.04758,5.51317,3.5
5.73,-8.99239,5.52451,3.5
5.74,-8.93709,5.5363,3.5
5.75,-8.88166,5.54852,3.5
5.76,-8.82612,5.56115,3.5
5.77,-8.77044,5.57417,3.5
5.78,-8.71463,5.58757,3.5
5.79,-8.65869,5.60133,3.5
5.8,-8.6026,5.61542,3.5
5.81,-8.54638,5.62982,3.5
5.82,-8.49001,5.64451,3.5
5.83,-8.43349,5.65945,3.5
5.84,-8.37682,5.67464,3.5
5.85,-8.31999,5.69003,3.5
5.86,-8.26301,5.70559,3.5
5.87,-8.20588,5.72131,3.5
5.88,-8.14859,5.73714,3.5
5.89,-8.09114,5.75307,3.5
5.9,-8.03353,5.76904,3.5
5.91,-7.97576,5.78504,3.5
5.92,-7.91783,5.80103,3.5
5.93,-7.85974,5.81698,3.5
5.94,-7.80149,5.83285,3.5
5.95,-7.74308,5.84861,3.5
5.96,-7.68451,5.86423,3.5
5.97,-7.62579,5.87967,3.5
5.98,-7.56692,5.89491,3.5
5.99,-7.5079,5.9099,3.5
6,-7.44872,5.92461,3.5
6.01,-7.38941,5.93902,3.5
6.02,-7.32995,5.95309,3.5
6.03,-7.27035,5.96679,3.5
6.04,-7.21061,5.9801,3.5
6.05,-7.15075,5.99299,3.5
6.06,-7.09075,6.00542,3.5
6.07,-7.03064,6.01738,3.5
6.08,-6.97041,6.02883,3.5
6.09,-6.91006,6.03977,3.5
6.1,-6.84961,6.05016,3.5
6.11,-6.78906,6.05999,3.5
6.12,-6.72842,6.06925,3.5
6.13,-6.66768,6.07791,3.5
6.14,-6.60686,6.08597,3.5
6.15,-6.54596,6.09341,3.5
6.16,-6.48499,6.10023,3.5
6.17,-6.42396,6.10641,3.5
6.18,-6.36287,6.11197,3.5
6.19,-6.30172,6.11689,3.5
6.2,-6.24053,6.12117,3.5
6.21,-6.1793,6.12482,3.5
6.22,-6.11804,6.12785,3.5
6.23,-6.05675,6.13026,3.5
6.24,-5.99543,6.13206,3.5
6.25,-5.93411,6.13327,3.5
6.26,-5.87277,6.13389,3.5
6.27,-5.81143,6.13395,3.5
6.28,-5.75009,6.13347,3.5
6.29,-5.68876,6.13246,3.5
6.3,-5.62745,6.13095,3.5
6.31,-5.56615,6.12897,3.5
6.32,-5.50487,6.12653,3.5
6.33,-5.44362,6.12367,3.5
6.34,-5.3824,6.12042,3.5
6.35,-5.32121,6.1168,3.5
6.36,-5.26006,6.11285,3.5
6.37,-5.19895,6.10861,3.5
6.38,-5.13789,6.1041,3.5
6.39,-5.07687,6.09936,3.5
6.4,-5.0159,6.09443,3.5
6.41,-4.95498,6.08934,3.5
6.42,-4.89412,6.08413,3.5
6.43,-4.8333,6.07884,3.5
6.44,-4.77254,6.0735,3.5
6.45,-4.71183,6.06816,3.5
6.46,-4.65118,6.06284,3.5
6.47,-4.59057,6.05758,3.5
6.48,-4.53002,6.05242,3.5
6.49,-4.46953,6.0474,3.5
6.5,-4.40908,6.04254,3.5
6.51,-4.34867,6.0379,3.5
6.52,-4.28832,6.03348,3.5
6.53,-4.228,6.02934,3.5
6.54,-4.16773,6.0255,3.5
6.55,-4.10749,6.02199,3.5
6.56,-4.04729,6.01884,3.5
6.57,-3.98711,6.01607,3.5
6.58,-3.92697,6.01372,3.5
6.59,-3.86684,6.0118,3.5
6.6,-3.80673,6.01034,3.5
6.61,-3.74663,6.00936,3.5
6.62,-3.68654,6.00888,3.5
6.63,-3.62645,6.00891,3.5
6.64,-3.56636,6.00947,3.5
6.65,-3.50626,6.01058,3.5
6.66,-3.44615,6.01224,3.5
6.67,-3.38601,6.01446,3.5
6.68,-3.32585,6.01726,3.5
6.69,-3.26567,6.02063,3.5
6.7,-3.20544,6.02458,3.5
6.71,-3.14517,6.02911,3.5
6.72,-3.08486,6.03421,3.5
6.73,-3.02449,6.0399,3.5
6.74,-2.96406,6.04615,3.5
6.75,-2.90356,6.05296,3.5
6.76,-2.843,6.06033,3.5
6.77,-2.78235,6.06824,3.5
6.78,-2.72163,6.07668,3.5
6.79,-2.66082,6.08562,3.5
6.8,-2.59991,6.09506,3.5
6.81,-2.53891,6.10498,3.5
6.82,-2.47781,6.11534,3.5
6.83,-2.41661,6.12614,3.5
6.84,-2.35529,6.13733,3.5
6.85,-2.29386,6.14891,3.5
6.86,-2.23231,6.16083,3.5
6.87,-2.17064,6.17307,3.5
6.88,-2.10885,6.1856,3.5
6.89,-2.04693,6.19838,3.5
6.9,-1.98488,6.21138,3.5
6.91,-1.9227,6.22456,3.5
6.92,-1.86039,6.23789,3.5
6.93,-1.79794,6.25134,3.5
6.94,-1.73536,6.26485,3.5
6.95,-1.67264,6.27841,3.5
6.96,-1.60979,6.29195,3.5
6.97,-1.54681,6.30546,3.5
6.98,-1.48368,6.31888,3.5
6.99,-1.42043,6.33218,3.5
7,-1.35704,6.34532,3.5
7.01,-1.29352,6.35826,3.5
7.02,-1.22988,6.37096,3.5
7.03,-1.1661,6.38339,3.5
7.04,-1.10221,6.3955,3.5
7.05,-1.0382,6.40726,3.5
7.06,-0.974066,6.41865,3.5
7.07,-0.909824,6.42961,3.5
7.08,-0.845475,6.44013,3.5
7.09,-0.781023,6.45016,3.5
7.1,-0.716473,6.4597,3.5
7.11,-0.651831,6.46869,3.5
7.12,-0.587101,6.47713,3.5
7.13,-0.52229,6.48499,3.5
7.14,-0.457403,6.49226,3.5
7.15,-0.392447,6.4989,3.5
7.16,-0.327427,6.50491,3.5
7.17,-0.262351,6.51028,3.5
7.18,-0.197224,6.51499,3.5
7.19,-0.132053,6.51905,3.5
7.2,-0.0668453,6.52243,3.5
7.21,-0.00160682,6.52516,3.5
7.22,0.0636556,6.52722,3.5
7.23,0.128935,6.52861,3.5
7.24,0.194226,6.52936,3.5
7.25,0.25952,6.52946,3.5
7.26,0.324813,6.52894,3.5
