t,theta,w,torque
3.1,-31.4487,-4.4507,0
3.11,-31.493,-4.42795,0
3.12,-31.5372,-4.40488,0
3.13,-31.5811,-4.38148,0
3.14,-31.6248,-4.35778,0
3.15,-31.6683,-4.33376,0
3.16,-31.7115,-4.30945,0
3.17,-31.7545,-4.28484,0
3.18,-31.7972,-4.25996,0
3.19,-31.8397,-4.23481,0
3.2,-31.8819,-4.20939,0
3.21,-31.9239,-4.18373,0
3.22,-31.9656,-4.15783,0
3.23,-32.007,-4.13171,0
3.24,-32.0482,-4.10537,0
3.25,-32.0891,-4.07884,0
3.26,-32.1298,-4.05212,0
3.27,-32.1702,-4.02523,0
3.28,-32.2103,-3.99818,0
3.29,-32.2501,-3.97098,0
3.3,-32.2897,-3.94366,0
3.31,-32.329,-3.91621,0
3.32,-32.368,-3.88867,0
3.33,-32.4068,-3.86104,0
3.34,-32.4453,-3.83333,0
3.35,-32.4835,-3.80557,0
3.36,-32.5214,-3.77776,0
3.37,-32.559,-3.74993,0
3.38,-32.5964,-3.72207,0
3.39,-32.6334,-3.69421,0
3.4,-32.6703,-3.66637,0
3.41,-32.7068,-3.63855,0
3.42,-32.743,-3.61077,0
3.43,-32.779,-3.58304,0
3.44,-32.8147,-3.55537,0
3.45,-32.8501,-3.52778,0
3.46,-32.8852,-3.50028,0
3.47,-32.9201,-3.47288,0
3.48,-32.9547,-3.4456,0
3.49,-32.989,-3.41844,0
3.5,-33.0231,-3.39142,0
3.51,-33.0568,-3.36455,0
3.52,-33.0904,-3.33783,0
3.53,-33.1236,-3.31128,0
3.54,-33.1566,-3.28491,0
3.55,-33.1893,-3.25872,0
3.56,-33.2218,-3.23273,0
3.57,-33.254,-3.20695,0
3.58,-33.2859,-3.18137,0
3.59,-33.3176,-3.15602,0
3.6,-33.349,-3.1309,0
3.61,-33.3802,-3.10601,0
3.62,-33.4111,-3.08137,0
3.63,-33.4418,-3.05698,0
3.64,-33.4723,-3.03284,0
3.65,-33.5025,-3.00896,0
3.66,-33.5325,-2.98535,0
3.67,-33.5622,-2.96202,0
3.68,-33.5917,-2.93896,0
3.69,-33.621,-2.91618,0
3.7,-33.65,-2.89368,0
3.71,-33.6789,-2.87148,0
3.72,-33.7075,-2.84957,0
3.73,-33.7358,-2.82796,0
3.74,-33.764,-2.80665,0
3.75,-33.792,-2.78564,0
3.76,-33.8197,-2.76493,0
3.77,-33.8473,-2.74454,0
3.78,-33.8746,-2.72445,0
3.79,-33.9018,-2.70467,0
3.8,-33.9287,-2.68521,0
3.81,-33.9555,-2.66606,0
3.82,-33.982,-2.64722,0
3.83,-34.0084,-2.6287,0
3.84,-34.0346,-2.6105,0
3.85,-34.0606,-2.59261,0
3.86,-34.0865,-2.57504,0
3.87,-34.1121,-2.55778,0
3.88,-34.1376,-2.54084,0
3.89,-34.163,-2.52422,0
3.9,-34.1881,-2.50791,0
3.91,-34.2131,-2.49192,0
3.92,-34.238,-2.47624,0
3.93,-34.2626,-2.46087,0
3.94,-34.2872,-2.44582,0
3.95,-34.3116,-2.43107,0
3.96,-34.3358,-2.41664,0
3.97,-34.3599,-2.40251,0
3.98,-34.3838,-2.38868,0
3.99,-34.4077,-2.37516,0
4,-34.4313,-2.36195,0
4.01,-34.4549,-2.34903,0
4.02,-34.4783,-2.33641,0
4.03,-34.5016,-2.32408,0
4.04,-34.5248,-2.31205,0
4.05,-34.5479,-2.3003,0
4.06,-34.5708,-2.28885,0
4.07,-34.5937,-2.27768,0
4.08,-34.6164,-2.2668,0
4.09,-34.639,-2.25619,0
4.1,-34.6615,-2.24586,0
4.11,-34.6839,-2.23581,0
4.12,-34.7062,-2.22602,0
4.13,-34.7284,-2.21651,0
4.14,-34.7505,-2.20726,0
4.15,-34.7726,-2.19827,0
4.16,-34.7945,-2.18954,0
4.17,-34.8164,-2.18107,0
4.18,-34.8381,-2.17285,0
4.19,-34.8598,-2.16488,0
4.2,-34.8814,-2.15715,0
4.21,-34.903,-2.14967,0
4.22,-34.9244,-2.14243,0
4.23,-34.9458,-2.13542,0
4.24,-34.9671,-2.12864,0
4.25,-34.9884,-2.1221,0
4.26,-35.0096,-2.11578,0
4.27,-35.0307,-2.10968,0
4.28,-35.0518,-2.10379,0
4.29,-35.0728,-2.09812,0
4.3,-35.0937,-2.09267,0
4.31,-35.1146,-2.08741,0
4.32,-35.1355,-2.08236,0
4.33,-35.1563,-2.07751,0
4.34,-35.177,-2.07286,0
4.35,-35.1977,-2.0684,0
4.36,-35.2184,-2.06412,0
4.37,-35.239,-2.06003,0
4.38,-35.2596,-2.05612,0
4.39,-35.2801,-2.05239,0
4.4,-35.3007,-2.04882,0
4.41,-35.3211,-2.04543,0
4.42,-35.3416,-2.0422,0
4.43,-35.362,-2.03913,0
4.44,-35.3823,-2.03621,0
4.45,-35.4027,-2.03345,0
4.46,-35.423,-2.03084,0
4.47,-35.4433,-2.02837,0
4.48,-35.4636,-2.02604,0
4.49,-35.4838,-2.02385,0
4.5,-35.5041,-2.02179,0
4.51,-35.5243,-2.01986,0
4.52,-35.5445,-2.01805,0
4.53,-35.5646,-2.01636,0
4.54,-35.5848,-2.01479,0
4.55,-35.6049,-2.01333,0
4.56,-35.6251,-2.01198,0
4.57,-35.6452,-2.01073,0
4.58,-35.6653,-2.00958,0
4.59,-35.6854,-2.00853,0
4.6,-35.7054,-2.00757,0
4.61,-35.7255,-2.00669,0
4.62,-35.7456,-2.0059,0
4.63,-35.7656,-2.00518,0
4.64,-35.7857,-2.00454,0
4.65,-35.8057,-2.00397,0
4.66,-35.8258,-2.00347,0
4.67,-35.8458,-2.00303,0
4.68,-35.8658,-2.00265,0
4.69,-35.8858,-2.00232,0
4.7,-35.9059,-2.00204,0
4.71,-35.9259,-2.0018,0
4.72,-35.9459,-2.00161,0
4.73,-35.9659,-2.00145,0
4.74,-35.9859,-2.00133,0
4.75,-36.0059,-2.00124,0
4.76,-36.026,-2.00117,0
4.77,-36.046,-2.00112,0
4.78,-36.066,-2.00109,0
4.79,-36.086,-2.00107,0
4.8,-36.106,-2.00106,0
4.81,-36.126,-2.00105,0
4.82,-36.146,-2.00104,0
4.83,-36.166,-2.00103,0
4.84,-36.186,-2.00102,0
4.85,-36.206,-2.00099,0
4.86,-36.2261,-2.00095,0
4.87,-36.2461,-2.00088,0
4.88,-36.2661,-2.0008,0
4.89,-36.2861,-2.00068,0
4.9,-36.3061,-2.00054,0
4.91,-36.3261,-2.00036,0
4.92,-36.3461,-2.00015,0
4.93,-36.3661,-1.99989,0
4.94,-36.3861,-1.99958,0
4.95,-36.4061,-1.99923,0
4.96,-36.4261,-1.99882,0
4.97,-36.4461,-1.99836,0
4.98,-36.466,-1.99784,0
4.99,-36.486,-1.99725,0
5,-36.506,-1.9966,0
5.01,-36.526,-1.99587,0
5.02,-36.5459,-1.99508,0
5.03,-36.5659,-1.9942,0
5.04,-36.5858,-1.99325,0
5.05,-36.6057,-1.99221,0
5.06,-36.6256,-1.99109,0
5.07,-36.6455,-1.98988,0
5.08,-36.6654,-1.98858,0
5.09,-36.6853,-1.98718,0
5.1,-36.7052,-1.98568,0
5.11,-36.725,-1.98408,0
5.12,-36.7449,-1.98238,0
5.13,-36.7647,-1.98058,0
5.14,-36.7845,-1.97866,0
5.15,-36.8042,-1.97663,0
5.16,-36.824,-1.9745,0
5.17,-36.8437,-1.97224,0
5.18,-36.8634,-1.96987,0
5.19,-36.8831,-1.96738,0
5.2,-36.9028,-1.96476,0
5.21,-36.9224,-1.96202,0
5.22,-36.942,-1.95916,0
5.23,-36.9616,-1.95617,0
5.24,-36.9812,-1.95305,0
5.25,-37.0007,-1.94979,0
5.26,-37.0202,-1.94641,0
5.27,-37.0396,-1.94289,0
5.28,-37.059,-1.93923,0
5.29,-37.0784,-1.93544,0
5.3,-37.0977,-1.93151,0
5.31,-37.117,-1.92744,0
5.32,-37.1363,-1.92323,0
5.33,-37.1555,-1.91888,0
5.34,-37.1746,-1.91439,0
5.35,-37.1938,-1.90975,0
5.36,-37.2128,-1.90497,0
5.37,-37.2319,-1.90005,0
5.38,-37.2508,-1.89498,0
5.39,-37.2698,-1.88977,0
5.4,-37.2886,-1.88441,0
5.41,-37.3074,-1.8789,0
5.42,-37.3262,-1.87325,0
5.43,-37.3449,-1.86746,0
5.44,-37.3636,-1.86152,0
5.45,-37.3821,-1.85543,0
5.46,-37.4007,-1.8492,0
5.47,-37.4191,-1.84282,0
5.48,-37.4375,-1.83629,0
5.49,-37.4559,-1.82963,0
5.5,-37.4741,-1.82282,0
5.51,-37.4923,-1.81586,0
5.52,-37.5104,-1.80876,0
5.53,-37.5285,-1.80153,0
5.54,-37.5465,-1.79415,0
5.55,-37.5644,-1.78663,0
5.56,-37.5822,-1.77897,0
5.57,-37.5999,-1.77117,0
5.58,-37.6176,-1.76323,0
5.59,-37.6352,-1.75517,0
5.6,-37.6527,-1.74696,0
5.61,-37.6701,-1.73862,0
5.62,-37.6875,-1.73015,0
5.63,-37.7048,-1.72155,0
5.64,-37.7219,-1.71283,0
5.65,-37.739,-1.70397,0
5.66,-37.756,-1.69499,0
5.67,-37.7729,-1.68588,0
5.68,-37.7897,-1.67666,0
5.69,-37.8064,-1.66731,0
5.7,-37.8231,-1.65784,0
5.71,-37.8396,-1.64826,0
5.72,-37.856,-1.63856,0
5.73,-37.8724,-1.62875,0
5.74,-37.8886,-1.61882,0
5.75,-37.9047,-1.60879,0
5.76,-37.9208,-1.59865,0
5.77,-37.9367,-1.58841,0
5.78,-37.9525,-1.57806,0
5.79,-37.9683,-1.56762,0
5.8,-37.9839,-1.55707,0
5.81,-37.9994,-1.54643,0
5.82,-38.0148,-1.53569,0
5.83,-38.0301,-1.52486,0
5.84,-38.0453,-1.51394,0
5.85,-38.0604,-1.50293,0
5.86,-38.0754,-1.49184,0
5.87,-38.0902,-1.48067,0
5.88,-38.105,-1.46941,0
5.89,-38.1196,-1.45808,0
5.9,-38.1342,-1.44667,0
5.91,-38.1486,-1.43518,0
5.92,-38.1629,-1.42363,0
5.93,-38.177,-1.412,0
5.94,-38.1911,-1.40031,0
5.95,-38.205,-1.38855,0
5.96,-38.2189,-1.37673,0
5.97,-38.2326,-1.36485,0
5.98,-38.2462,-1.35291,0
5.99,-38.2596,-1.34092,0
6,-38.273,-1.32887,0
6.01,-38.2862,-1.31677,0
6.02,-38.2993,-1.30463,0
6.03,-38.3123,-1.29243,0
6.04,-38.3252,-1.28019,0
6.05,-38.3379,-1.26791,0
6.06,-38.3505,-1.25559,0
6.07,-38.363,-1.24323,0
6.08,-38.3754,-1.23083,0
6.09,-38.3876,-1.2184,0
6.1,-38.3998,-1.20594,0
6.11,-38.4118,-1.19345,0
6.12,-38.4236,-1.18093,0
6.13,-38.4354,-1.16839,0
6.14,-38.447,-1.15582,0
6.15,-38.4585,-1.14323,0
6.16,-38.4699,-1.13062,0
6.17,-38.4811,-1.11799,0
6.18,-38.4922,-1.10534,0
6.19,-38.5032,-1.09269,0
6.2,-38.5141,-1.08001,0
6.21,-38.5248,-1.06733,0
6.22,-38.5354,-1.05464,0
6.23,-38.5459,-1.04194,0
6.24,-38.5563,-1.02924,0
6.25,-38.5665,-1.01653,0
6.26,-38.5766,-1.00382,0
6.27,-38.5866,-0.991111,0
6.28,-38.5964,-0.978402,0
6.29,-38.6061,-0.965695,0
6.3,-38.6157,-0.952992,0
6.31,-38.6252,-0.940294,0
6.32,-38.6345,-0.927604,0
6.33,-38.6437,-0.914922,0
6.34,-38.6528,-0.902249,0
6.35,-38.6618,-0.889588,0
6.36,-38.6706,-0.87694,0
6.37,-38.6793,-0.864305,0
6.38,-38.6879,-0.851685,0
6.39,-38.6964,-0.839081,0
6.4,-38.7047,-0.826494,0
6.41,-38.7129,-0.813927,0
6.42,-38.721,-0.801379,0
6.43,-38.7289,-0.788852,0
6.44,-38.7367,-0.776347,0
6.45,-38.7444,-0.763865,0
6.46,-38.752,-0.751406,0
6.47,-38.7595,-0.738973,0
6.48,-38.7668,-0.726566,0
6.49,-38.774,-0.714186,0
6.5,-38.7811,-0.701834,0
6.51,-38.788,-0.68951,0
6.52,-38.7949,-0.677217,0
6.53,-38.8016,-0.664953,0
6.54,-38.8082,-0.652721,0
6.55,-38.8146,-0.64052,0
6.56,-38.821,-0.628353,0
6.57,-38.8272,-0.616219,0
6.58,-38.8333,-0.604119,0
6.59,-38.8393,-0.592054,0
6.6,-38.8452,-0.580024,0
6.61,-38.8509,-0.568031,0
6.62,-38.8565,-0.556075,0
6.63,-38.862,-0.544155,0
6.64,-38.8674,-0.532274,0
6.65,-38.8727,-0.520431,0
6.66,-38.8778,-0.508627,0
6.67,-38.8828,-0.496863,0
6.68,-38.8877,-0.485138,0
6.69,-38.8925,-0.473454,0
6.7,-38.8972,-0.461811,0
6.71,-38.9018,-0.450209,0
6.72,-38.9062,-0.438649,0
6.73,-38.9105,-0.427131,0
6.74,-38.9148,-0.415656,0
6.75,-38.9189,-0.404223,0
6.76,-38.9228,-0.392833,0
6.77,-38.9267,-0.381487,0
6.78,-38.9305,-0.370185,0
6.79,-38.9341,-0.358927,0
6.8,-38.9377,-0.347713,0
6.81,-38.9411,-0.336543,0
6.82,-38.9444,-0.325419,0
6.83,-38.9476,-0.31434,0
6.84,-38.9507,-0.303306,0
6.85,-38.9536,-0.292317,0
6.86,-38.9565,-0.281374,0
6.87,-38.9593,-0.270478,0
6.88,-38.9619,-0.259627,0
6.89,-38.9645,-0.248822,0
6.9,-38.9669,-0.238064,0
6.91,-38.9692,-0.227353,0
6.92,-38.9715,-0.216688,0
6.93,-38.9736,-0.20607,0
6.94,-38.9756,-0.195499,0
6.95,-38.9775,-0.184975,0
6.96,-38.9793,-0.174499,0
6.97,-38.981,-0.164069,0
6.98,-38.9826,-0.153687,0
6.99,-38.984,-0.143352,0
7,-38.9854,-0.133065,0
7.01,-38.9867,-0.122826,0
7.02,-38.9879,-0.112634,0
7.03,-38.989,-0.102489,0
7.04,-38.9899,-0.092393,0
7.05,-38.9908,-0.0823444,0
7.06,-38.9916,-0.0723435,0
7.07,-38.9922,-0.0623906,0
7.08,-38.9928,-0.0524857,0
7.09,-38.9933,-0.0426287,0
7.1,-38.9937,-0.0328197,0
7.11,-38.994,-0.0230587,0
7.12,-38.9941,-0.0133458,0
7.13,-38.9942,-0.00368092,0
7.14,-38.9942,0.00593581,0
7.15,-38.9941,0.0155044,0
7.16,-38.9939,0.0250249,0
7.17,-38.9936,0.0344972,0
7.18,-38.9932,0.0439213,0
7.19,-38.9927,0.0532972,0
7.2,-38.9921,0.0626249,0
7.21,-38.9915,0.0719044,0
7.22,-38.9907,0.0811356,0
7.23,-38.9898,0.0903186,0
7.24,-38.9889,0.0994532,0
7.25,-38.9879,0.10854,0
7.26,-38.9867,0.117578,0
7.27,-38.9855,0.126567,0
7.28,-38.9842,0.135508,0
7.29,-38.9828,0.144401,0
7.3,-38.9813,0.153246,0
7.31,-38.9797,0.162042,0
7.32,-38.9781,0.170789,0
7.33,-38.9763,0.179488,0
7.34,-38.9745,0.188139,0
7.35,-38.9726,0.19674,0
7.36,-38.9705,0.205293,0
7.37,-38.9685,0.213798,0
7.38,-38.9663,0.222254,0
7.39,-38.964,0.23066,0
7.4,-38.9617,0.239018,0
7.41,-38.9592,0.247328,0
7.42,-38.9567,0.255588,0
7.43,-38.9541,0.263799,0
7.44,-38.9514,0.271961,0
7.45,-38.9487,0.280073,0
7.46,-38.9458,0.288137,0
7.47,-38.9429,0.296151,0
7.48,-38.9399,0.304116,0
7.49,-38.9368,0.312031,0
7.5,-38.9337,0.319896,0
7.51,-38.9304,0.327712,0
7.52,-38.9271,0.335477,0
7.53,-38.9237,0.343193,0
7.54,-38.9203,0.350859,0
7.55,-38.9167,0.358474,0
7.56,-38.9131,0.36604,0
7.57,-38.9094,0.373554,0
7.58,-38.9056,0.381018,0
7.59,-38.9018,0.388431,0
7.6,-38.8978,0.395794,0
7.61,-38.8938,0.403105,0
7.62,-38.8898,0.410365,0
7.63,-38.8856,0.417574,0
7.64,-38.8814,0.424731,0
7.65,-38.8771,0.431836,0
7.66,-38.8728,0.438889,0
7.67,-38.8684,0.445891,0
7.68,-38.8639,0.45284,0
7.69,-38.8593,0.459736,0
7.7,-38.8547,0.46658,0
7.71,-38.85,0.473371,0
7.72,-38.8452,0.480109,0
7.73,-38.8404,0.486793,0
7.74,-38.8355,0.493424,0
7.75,-38.8305,0.500001,0
7.76,-38.8255,0.506524,0
7.77,-38.8204,0.512993,0
7.78,-38.8152,0.519407,0
7.79,-38.81,0.525766,0
7.8,-38.8047,0.532071,0
7.81,-38.7994,0.53832,0
7.82,-38.7939,0.544514,0
7.83,-38.7885,0.550652,0
7.84,-38.7829,0.556734,0
7.85,-38.7773,0.56276,0
