t,theta,w,torque
1.08,-14.692,-8.21119,4
1.09,-14.7737,-8.12208,4
1.1,-14.8545,-8.0339,4
1.11,-14.9344,-7.94669,4
1.12,-15.0134,-7.86047,4
1.13,-15.0916,-7.77529,4
1.14,-15.1689,-7.69116,4
1.15,-15.2454,-7.60812,4
1.16,-15.3211,-7.52616,4
1.17,-15.3959,-7.44531,4
1.18,-15.47,-7.36557,4
1.19,-15.5432,-7.28694,4
1.2,-15.6157,-7.20942,4
1.21,-15.6874,-7.133,4
1.22,-15.7584,-7.05768,4
1.23,-15.8286,-6.98343,4
1.24,-15.8981,-6.91024,4
1.25,-15.9668,-6.8381,4
1.26,-16.0348,-6.76697,4
1.27,-16.1021,-6.69684,4
1.28,-16.1688,-6.62767,4
1.29,-16.2347,-6.55945,4
1.3,-16.3,-6.49212,4
1.31,-16.3645,-6.42567,4
1.32,-16.4285,-6.36006,4
1.33,-16.4917,-6.29526,4
1.34,-16.5544,-6.23122,4
1.35,-16.6164,-6.16791,4
1.36,-16.6777,-6.1053,4
1.37,-16.7385,-6.04334,4
1.38,-16.7986,-5.982,4
1.39,-16.8581,-5.92125,4
1.4,-16.917,-5.86103,4
1.41,-16.9753,-5.80133,4
1.42,-17.0331,-5.7421,4
1.43,-17.0902,-5.6833,4
1.44,-17.1467,-5.6249,4
1.45,-17.2027,-5.56686,4
1.46,-17.2581,-5.50916,4
1.47,-17.3129,-5.45175,4
1.48,-17.3671,-5.39462,4
1.49,-17.4208,-5.33772,4
1.5,-17.4739,-5.28103,4
1.51,-17.5264,-5.22452,4
1.52,-17.5783,-5.16817,4
1.53,-17.6297,-5.11194,4
1.54,-17.6806,-5.05582,4
1.55,-17.7309,-4.99978,4
1.56,-17.7806,-4.94381,4
1.57,-17.8297,-4.88787,4
1.58,-17.8783,-4.83196,4
1.59,-17.9264,-4.77606,4
1.6,-17.9739,-4.72015,4
1.61,-18.0208,-4.66421,4
1.62,-18.0671,-4.60824,4
1.63,-18.1129,-4.55223,4
1.64,-18.1582,-4.49615,4
1.65,-18.2029,-4.44001,4
1.66,-18.247,-4.3838,4
1.67,-18.2905,-4.32751,4
1.68,-18.3335,-4.27113,4
1.69,-18.376,-4.21467,4
1.7,-18.4178,-4.15811,4
1.71,-18.4591,-4.10145,4
1.72,-18.4999,-4.0447,4
1.73,-18.54,-3.98786,4
1.74,-18.5796,-3.93092,4
1.75,-18.6186,-3.87388,4
1.76,-18.6571,-3.81676,4
1.77,-18.695,-3.75954,4
1.78,-18.7323,-3.70224,4
1.79,-18.769,-3.64486,4
1.8,-18.8052,-3.5874,4
1.81,-18.8408,-3.52988,4
1.82,-18.8758,-3.47228,4
1.83,-18.9102,-3.41463,4
1.84,-18.9441,-3.35693,4
1.85,-18.9774,-3.29918,4
1.86,-19.0101,-3.24139,4
1.87,-19.0422,-3.18357,4
1.88,-19.0737,-3.12573,4
1.89,-19.1047,-3.06787,4
1.9,-19.1351,-3.01,4
1.91,-19.1649,-2.95214,4
1.92,-19.1941,-2.89428,4
1.93,-19.2228,-2.83644,4
1.94,-19.2509,-2.77863,4
1.95,-19.2784,-2.72085,4
1.96,-19.3053,-2.66311,4
1.97,-19.3316,-2.60541,4
1.98,-19.3574,-2.54778,4
1.99,-19.3826,-2.49021,4
2,-19.4072,-2.43272,4
2.01,-19.4312,-2.37531,4
2.02,-19.4547,-2.31798,4
2.03,-19.4776,-2.26075,4
2.04,-19.4999,-2.20362,4
2.05,-19.5217,-2.14661,4
2.06,-19.5428,-2.08971,4
2.07,-19.5635,-2.03293,4
2.08,-19.5835,-1.97628,4
2.09,-19.603,-1.91977,4
2.1,-19.6219,-1.86341,4
2.11,-19.6402,-1.80719,4
2.12,-19.658,-1.75112,4
2.13,-19.6753,-1.69521,4
2.14,-19.6919,-1.63947,4
2.15,-19.7081,-1.58389,4
2.16,-19.7236,-1.52849,4
2.17,-19.7386,-1.47327,4
2.18,-19.7531,-1.41823,4
2.19,-19.767,-1.36338,4
2.2,-19.7804,-1.30872,4
2.21,-19.7932,-1.25425,4
2.22,-19.8054,-1.19998,4
2.23,-19.8172,-1.14592,4
2.24,-19.8284,-1.09205,4
2.25,-19.839,-1.0384,4
2.26,-19.8491,-0.984957,4
2.27,-19.8587,-0.931727,4
2.28,-19.8678,-0.878713,4
2.29,-19.8763,-0.825917,4
2.3,-19.8843,-0.773342,4
2.31,-19.8918,-0.72099,4
2.32,-19.8987,-0.668863,4
2.33,-19.9051,-0.616962,4
2.34,-19.911,-0.56529,4
2.35,-19.9164,-0.513848,4
2.36,-19.9213,-0.462638,4
2.37,-19.9257,-0.411661,4
2.38,-19.9296,-0.360919,4
2.39,-19.9329,-0.310413,4
2.4,-19.9358,-0.260145,4
2.41,-19.9381,-0.210115,4
2.42,-19.94,-0.160325,4
2.43,-19.9413,-0.110776,4
2.44,-19.9422,-0.0614686,4
2.45,-19.9426,-0.0124046,4
2.46,-19.9424,0.0364153,4
2.47,-19.9418,0.08499,4
2.48,-19.9407,0.133319,4
2.49,-19.9392,0.1814,4
2.5,-19.9371,0.229233,4
2.51,-19.9346,0.276817,4
2.52,-19.9316,0.324151,4
2.53,-19.9281,0.371233,4
2.54,-19.9242,0.418064,4
2.55,-19.9197,0.46464,4
2.56,-19.9149,0.510963,4
2.57,-19.9095,0.557029,4
2.58,-19.9037,0.602839,4
2.59,-19.8975,0.64839,4
2.6,-19.8908,0.693682,4
2.61,-19.8836,0.738713,4
2.62,-19.876,0.783482,4
2.63,-19.8679,0.827987,4
2.64,-19.8594,0.872226,4
2.65,-19.8505,0.916199,4
2.66,-19.8411,0.959903,4
2.67,-19.8313,1.00334,4
2.68,-19.821,1.0465,4
2.69,-19.8104,1.08939,4
2.7,-19.7992,1.132,4
2.71,-19.7877,1.17433,4
2.72,-19.7758,1.21638,4
2.73,-19.7634,1.25815,4
2.74,-19.7506,1.29964,4
2.75,-19.7374,1.34083,4
2.76,-19.7238,1.38174,4
2.77,-19.7098,1.42236,4
2.78,-19.6953,1.46268,4
2.79,-19.6805,1.5027,4
2.8,-19.6653,1.54242,4
2.81,-19.6497,1.58184,4
2.82,-19.6336,1.62095,4
2.83,-19.6172,1.65975,4
2.84,-19.6005,1.69824,4
2.85,-19.5833,1.73641,4
2.86,-19.5657,1.77427,4
2.87,-19.5478,1.8118,4
2.88,-19.5295,1.84901,4
2.89,-19.5108,1.88588,4
2.9,-19.4918,1.92243,4
2.91,-19.4724,1.95864,4
2.92,-19.4526,1.99451,4
2.93,-19.4325,2.03003,4
2.94,-19.412,2.06522,4
2.95,-19.3912,2.10005,4
2.96,-19.37,2.13452,4
2.97,-19.3485,2.16864,4
2.98,-19.3266,2.20241,4
2.99,-19.3044,2.2358,4
3,-19.2819,2.26883,4
3.01,-19.2591,2.30149,4
3.02,-19.2359,2.33378,4
3.03,-19.2124,2.36569,4
3.04,-19.1886,2.39722,4
3.05,-19.1644,2.42837,4
3.06,-19.14,2.45913,4
3.07,-19.1153,2.4895,4
3.08,-19.0902,2.51949,4
3.09,-19.0649,2.54908,4
3.1,-19.0392,2.57827,4
3.11,-19.0133,2.60706,4
3.12,-18.9871,2.63546,4
3.13,-18.9606,2.66345,4
3.14,-18.9338,2.69104,4
3.15,-18.9068,2.71822,4
3.16,-18.8795,2.745,4
3.17,-18.8519,2.77137,4
3.18,-18.824,2.79733,4
3.19,-18.7959,2.82289,4
3.2,-18.7676,2.84803,4
3.21,-18.739,2.87277,4
3.22,-18.7101,2.8971,4
3.23,-18.681,2.92102,4
3.24,-18.6517,2.94453,4
3.25,-18.6222,2.96764,4
3.26,-18.5924,2.99035,4
3.27,-18.5623,3.01265,4
3.28,-18.5321,3.03456,4
3.29,-18.5017,3.05607,4
3.3,-18.471,3.07718,4
3.31,-18.4401,3.0979,4
3.32,-18.409,3.11824,4
3.33,-18.3778,3.13819,4
3.34,-18.3463,3.15777,4
3.35,-18.3146,3.17697,4
3.36,-18.2827,3.19581,4
3.37,-18.2507,3.21428,4
3.38,-18.2184,3.23239,4
3.39,-18.186,3.25015,4
3.4,-18.1534,3.26757,4
3.41,-18.1207,3.28466,4
3.42,-18.0878,3.30141,4
3.43,-18.0547,3.31784,4
3.44,-18.0214,3.33396,4
3.45,-17.988,3.34977,4
3.46,-17.9544,3.36529,4
3.47,-17.9207,3.38051,4
3.48,-17.8868,3.39546,4
3.49,-17.8528,3.41015,4
3.5,-17.8186,3.42457,4
3.51,-17.7843,3.43875,4
3.52,-17.7498,3.45269,4
3.53,-17.7152,3.4664,4
3.54,-17.6805,3.4799,4
3.55,-17.6456,3.4932,4
3.56,-17.6106,3.50631,4
3.57,-17.5755,3.51923,4
3.58,-17.5402,3.53199,4
3.59,-17.5049,3.5446,4
3.6,-17.4694,3.55706,4
3.61,-17.4337,3.56939,4
3.62,-17.398,3.58161,4
3.63,-17.3621,3.59372,4
3.64,-17.3261,3.60575,4
3.65,-17.29,3.61769,4
3.66,-17.2537,3.62958,4
3.67,-17.2174,3.64141,4
3.68,-17.1809,3.6532,4
3.69,-17.1443,3.66498,4
3.7,-17.1076,3.67674,4
3.71,-17.0708,3.68851,4
3.72,-17.0338,3.70029,4
3.73,-16.9968,3.7121,4
3.74,-16.9596,3.72396,4
3.75,-16.9223,3.73588,4
3.76,-16.8849,3.74787,4
3.77,-16.8473,3.75994,4
3.78,-16.8097,3.7721,4
3.79,-16.7719,3.78438,4
3.8,-16.734,3.79678,4
3.81,-16.696,3.80931,4
3.82,-16.6578,3.82199,4
3.83,-16.6195,3.83483,4
3.84,-16.5811,3.84784,4
3.85,-16.5426,3.86103,4
3.86,-16.5039,3.87441,4
3.87,-16.4651,3.888,4
3.88,-16.4261,3.9018,4
3.89,-16.387,3.91582,4
3.9,-16.3478,3.93008,4
3.91,-16.3084,3.94458,4
3.92,-16.2689,3.95934,4
3.93,-16.2292,3.97435,4
3.94,-16.1894,3.98964,4
3.95,-16.1495,4.0052,4
3.96,-16.1093,4.02104,4
3.97,-16.069,4.03717,4
3.98,-16.0286,4.0536,4
3.99,-15.988,4.07034,4
4,-15.9472,4.08738,4
4.01,-15.9062,4.10473,4
4.02,-15.8651,4.12239,4
4.03,-15.8238,4.14037,4
4.04,-15.7823,4.15868,4
4.05,-15.7406,4.1773,4
4.06,-15.6987,4.19625,4
4.07,-15.6567,4.21553,4
4.08,-15.6144,4.23512,4
4.09,-15.572,4.25504,4
4.1,-15.5293,4.27528,4
4.11,-15.4865,4.29584,4
4.12,-15.4434,4.31672,4
4.13,-15.4001,4.3379,4
4.14,-15.3566,4.3594,4
4.15,-15.3129,4.38119,4
4.16,-15.269,4.40328,4
4.17,-15.2249,4.42566,4
4.18,-15.1805,4.44831,4
4.19,-15.1359,4.47124,4
4.2,-15.0911,4.49442,4
4.21,-15.046,4.51786,4
4.22,-15.0007,4.54153,4
4.23,-14.9552,4.56543,4
4.24,-14.9094,4.58955,4
4.25,-14.8634,4.61386,4
4.26,-14.8171,4.63836,4
4.27,-14.7706,4.66302,4
4.28,-14.7239,4.68784,4
4.29,-14.6769,4.71279,4
4.3,-14.6296,4.73787,4
4.31,-14.5821,4.76303,4
4.32,-14.5343,4.78828,4
4.33,-14.4863,4.81359,4
4.34,-14.4381,4.83893,4
4.35,-14.3896,4.86429,4
4.36,-14.3408,4.88965,4
4.37,-14.2918,4.91497,4
4.38,-14.2425,4.94025,4
4.39,-14.193,4.96545,4
4.4,-14.1432,4.99056,4
4.41,-14.0931,5.01554,4
4.42,-14.0429,5.04037,4
4.43,-13.9923,5.06504,4
4.44,-13.9416,5.08951,4
4.45,-13.8905,5.11375,4
4.46,-13.8393,5.13776,4
4.47,-13.7878,5.16149,4
4.48,-13.7361,5.18492,4
4.49,-13.6841,5.20804,4
4.5,-13.6319,5.23082,4
4.51,-13.5795,5.25323,4
4.52,-13.5268,5.27525,4
4.53,-13.474,5.29686,4
4.54,-13.4209,5.31803,4
4.55,-13.3676,5.33876,4
4.56,-13.3141,5.359,4
4.57,-13.2604,5.37876,4
4.58,-13.2066,5.398,4
4.59,-13.1525,5.41672,4
4.6,-13.0982,5.43489,4
4.61,-13.0438,5.45251,4
4.62,-12.9892,5.46955,4
4.63,-12.9344,5.48602,4
4.64,-12.8795,5.50189,4
4.65,-12.8244,5.51716,4
4.66,-12.7691,5.53182,4
4.67,-12.7137,5.54586,4
4.68,-12.6582,5.55929,4
4.69,-12.6025,5.5721,4
4.7,-12.5468,5.5843,4
4.71,-12.4909,5.59587,4
4.72,-12.4348,5.60683,4
4.73,-12.3787,5.61718,4
4.74,-12.3225,5.62693,4
4.75,-12.2662,5.63609,4
4.76,-12.2098,5.64466,4
4.77,-12.1533,5.65266,4
4.78,-12.0967,5.66011,4
4.79,-12.0401,5.66701,4
4.8,-11.9834,5.6734,4
4.81,-11.9266,5.67928,4
4.82,-11.8698,5.68467,4
4.83,-11.8129,5.68961,4
4.84,-11.756,5.6941,4
4.85,-11.6991,5.69818,4
4.86,-11.6421,5.70188,4
4.87,-11.585,5.70521,4
4.88,-11.528,5.70821,4
4.89,-11.4709,5.7109,4
4.9,-11.4137,5.71333,4
4.91,-11.3566,5.71551,4
4.92,-11.2994,5.71747,4
4.93,-11.2422,5.71926,4
4.94,-11.185,5.7209,4
4.95,-11.1278,5.72242,4
4.96,-11.0706,5.72386,4
4.97,-11.0133,5.72525,4
4.98,-10.9561,5.72662,4
4.99,-10.8988,5.72801,4
5,-10.8415,5.72944,4
5.01,-10.7842,5.73096,4
5.02,-10.7269,5.73259,4
5.03,-10.6696,5.73436,4
5.04,-10.6122,5.73631,4
5.05,-10.5548,5.73846,4
5.06,-10.4975,5.74084,4
5.07,-10.44,5.74349,4
5.08,-10.3826,5.74643,4
5.09,-10.3251,5.74968,4
5.1,-10.2676,5.75327,4
5.11,-10.21,5.75722,4
5.12,-10.1524,5.76156,4
5.13,-10.0948,5.76631,4
5.14,-10.0371,5.77148,4
5.15,-9.97937,5.77711,4
5.16,-9.92157,5.78319,4
5.17,-9.86371,5.78975,4
5.18,-9.80577,5.79679,4
5.19,-9.74777,5.80434,4
5.2,-9.68969,5.81241,4
5.21,-9.63152,5.82099,4
5.22,-9.57326,5.83009,4
5.23,-9.51491,5.83973,4
5.24,-9.45647,5.8499,4
5.25,-9.39792,5.86059,4
5.26,-9.33925,5.87183,4
5.27,-9.28048,5.88358,4
5.28,-9.22158,5.89586,4
5.29,-9.16256,5.90866,4
5.3,-9.10341,5.92196,4
5.31,-9.04412,5.93575,4
5.32,-8.98469,5.95003,4
5.33,-8.92512,5.96477,4
5.34,-8.86539,5.97996,4
5.35,-8.80551,5.99557,4
5.36,-8.74548,6.0116,4
5.37,-8.68528,6.02802,4
5.38,-8.62492,6.04479,4
5.39,-8.56438,6.0619,4
5.4,-8.50368,6.07932,4
5.41,-8.4428,6.09703,4
5.42,-8.38174,6.11498,4
5.43,-8.3205,6.13314,4
5.44,-8.25907,6.1515,4
5.45,-8.19747,6.17,4
5.46,-8.13567,6.18862,4
5.47,-8.07369,6.20731,4
5.48,-8.01153,6.22605,4
5.49,-7.94917,6.24479,4
5.5,-7.88663,6.2635,4
5.51,-7.8239,6.28213,4
5.52,-7.76099,6.30065,4
5.53,-7.69789,6.31903,4
5.54,-7.63461,6.33721,4
5.55,-7.57115,6.35516,4
5.56,-7.50751,6.37285,4
5.57,-7.44369,6.39023,4
5.58,-7.3797,6.40728,4
5.59,-7.31555,6.42394,4
5.6,-7.25123,6.44019,4
5.61,-7.18674,6.456,4
5.62,-7.12211,6.47133,4
5.63,-7.05732,6.48616,4
5.64,-6.99239,6.50045,4
5.65,-6.92731,6.51417,4
5.66,-6.8621,6.52731,4
5.67,-6.79677,6.53983,4
5.68,-6.73131,6.55173,4
5.69,-6.66574,6.56298,4
5.7,-6.60005,6.57356,4
5.71,-6.53427,6.58347,4
5.72,-6.46839,6.59269,4
5.73,-6.40242,6.60122,4
5.74,-6.33636,6.60906,4
5.75,-6.27024,6.61619,4
5.76,-6.20404,6.62264,4
5.77,-6.13779,6.62839,4
5.78,-6.07148,6.63346,4
5.79,-6.00512,6.63786,4
5.8,-5.93872,6.64159,4
5.81,-5.87229,6.64469,4
5.82,-5.80583,6.64717,4
5.83,-5.73935,6.64904,4
5.84,-5.67285,6.65034,4
5.85,-5.60634,6.65108,4
5.86,-5.53983,6.65131,4
5.87,-5.47332,6.65105,4
5.88,-5.40681,6.65033,4
5.89,-5.34031,6.64919,4
5.9,-5.27383,6.64766,4
5.91,-5.20736,6.64579,4
5.92,-5.14091,6.64362,4
5.93,-5.07449,6.64118,4
5.94,-5.00809,6.63852,4
5.95,-4.94172,6.63568,4
5.96,-4.87538,6.6327,4
5.97,-4.80907,6.62963,4
5.98,-4.74279,6.62651,4
5.99,-4.67654,6.62339,4
6,-4.61032,6.6203,4
6.01,-4.54413,6.6173,4
6.02,-4.47797,6.61443,4
6.03,-4.41184,6.61172,4
6.04,-4.34574,6.60922,4
6.05,-4.27966,6.60697,4
6.06,-4.2136,6.60501,4
6.07,-4.14755,6.60337,4
6.08,-4.08153,6.60209,4
6.09,-4.01551,6.60121,4
6.1,-3.9495,6.60075,4
6.11,-3.88349,6.60075,4
6.12,-3.81749,6.60124,4
6.13,-3.75147,6.60224,4
6.14,-3.68544,6.60377,4
6.15,-3.61939,6.60586,4
6.16,-3.55332,6.60852,4
6.17,-3.48722,6.61177,4
6.18,-3.42108,6.61563,4
6.19,-3.3549,6.6201,4
6.2,-3.28868,6.6252,4
6.21,-3.2224,6.63092,4
6.22,-3.15606,6.63727,4
6.23,-3.08965,6.64426,4
6.24,-3.02317,6.65187,4
6.25,-2.95661,6.6601,4
6.26,-2.88997,6.66894,4
6.27,-2.82323,6.67839,4
6.28,-2.7564,6.68841,4
6.29,-2.68946,6.69901,4
6.3,-2.62241,6.71015,4
6.31,-2.55526,6.72182,4
6.32,-2.48798,6.73399,4
6.33,-2.42057,6.74664,4
6.34,-2.35304,6.75972,4
6.35,-2.28538,6.77321,4
6.36,-2.21758,6.78708,4
6.37,-2.14964,6.80129,4
6.38,-2.08155,6.8158,4
6.39,-2.01332,6.83057,4
6.4,-1.94494,6.84555,4
6.41,-1.87641,6.86071,4
6.42,-1.80772,6.876,4
6.43,-1.73889,6.89138,4
6.44,-1.6699,6.90679,4
6.45,-1.60075,6.9222,4
6.46,-1.53145,6.93755,4
6.47,-1.462,6.95279,4
6.48,-1.3924,6.96788,4
6.49,-1.32264,6.98278,4
6.5,-1.25274,6.99743,4
6.51,-1.1827,7.01179,4
6.52,-1.11251,7.02581,4
6.53,-1.04218,7.03945,4
6.54,-0.971719,7.05267,4
6.55,-0.901129,7.06543,4
6.56,-0.830413,7.07768,4
6.57,-0.759577,7.0894,4
6.58,-0.688626,7.10055,4
6.59,-0.617568,7.1111,4
6.6,-0.546407,7.12101,4
6.61,-0.47515,7.13027,4
6.62,-0.403803,7.13885,4
6.63,-0.332375,7.14674,4
6.64,-0.260871,7.15391,4
6.65,-0.189299,7.16035,4
6.66,-0.117666,7.16606,4
6.67,-0.0459803,7.17104,4
6.68,0.0257518,7.17527,4
6.69,0.0975227,7.17877,4
6.7,0.169325,7.18154,4
6.71,0.241151,7.18359,4
6.72,0.312994,7.18493,4
6.73,0.384847,7.18559,4
6.74,0.456704,7.18558,4
6.75,0.528557,7.18492,4
6.76,0.6004,7.18365,4
6.77,0.672228,7.1818,4
6.78,0.744034,7.17939,4
6.79,0.815814,7.17647,4
6.8,0.887562,7.17307,4
6.81,0.959274,7.16924,4
6.82,1.03095,7.16502,4
6.83,1.10257,7.16045,4
6.84,1.17415,7.15558,4
6.85,1.24568,7.15047,4
6.86,1.31716,7.14514,4
6.87,1.38859,7.13967,4
6.88,1.45996,7.1341,4
6.89,1.53127,7.12847,4
6.9,1.60252,7.12284,4
6.91,1.67373,7.11727,4
6.92,1.74487,7.11179,4
6.93,1.81596,7.10647,4
6.94,1.887,7.10134,4
6.95,1.95799,7.09646,4
6.96,2.02893,7.09187,4
6.97,2.09983,7.08762,4
6.98,2.17068,7.08374,4
6.99,2.2415,7.08029,4
7,2.31229,7.07729,4
7.01,2.38305,7.07478,4
7.02,2.45379,7.07279,4
7.03,2.52451,7.07136,4
7.04,2.59522,7.07051,4
7.05,2.66592,7.07027,4
7.06,2.73663,7.07066,4
7.07,2.80734,7.07169,4
7.08,2.87806,7.07339,4
7.09,2.94881,7.07575,4
7.1,3.01958,7.0788,4
7.11,3.09039,7.08253,4
7.12,3.16123,7.08695,4
7.13,3.23213,7.09205,4
7.14,3.30308,7.09783,4
7.15,3.37409,7.10429,4
7.16,3.44516,7.11139,4
7.17,3.51632,7.11914,4
7.18,3.58755,7.12752,4
7.19,3.65887,7.13649,4
7.2,3.73028,7.14603,4
7.21,3.80179,7.15612,4
7.22,3.8734,7.16673,4
7.23,3.94513,7.17781,4
7.24,4.01696,7.18933,4
7.25,4.08891,7.20126,4
7.26,4.16099,7.21354,4
7.27,4.23319,7.22614,4
7.28,4.30551,7.23901,4
7.29,4.37797,7.2521,4
7.3,4.45055,7.26537,4
7.31,4.52327,7.27875,4
7.32,4.59613,7.2922,4
7.33,4.66912,7.30568,4
7.34,4.74224,7.31911,4
7.35,4.8155,7.33246,4
7.36,4.88889,7.34566,4
7.37,4.96241,7.35867,4
7.38,5.03606,7.37144,4
7.39,5.10984,7.3839,4
7.4,5.18374,7.39602,4
7.41,5.25776,7.40775,4
7.42,5.33189,7.41903,4
7.43,5.40614,7.42983,4
7.44,5.48049,7.44009,4
7.45,5.55494,7.4498,4
7.46,5.62948,7.4589,4
7.47,5.70411,7.46736,4
7.48,5.77883,7.47516,4
7.49,5.85362,7.48226,4
7.5,5.92847,7.48866,4
7.51,6.00339,7.49432,4
7.52,6.07835,7.49923,4
7.53,6.15337,7.50339,4
7.54,6.22842,7.50679,4
7.55,6.3035,7.50942,4
7.56,6.37861,7.51129,4
7.57,6.45373,7.5124,4
7.58,6.52885,7.51277,4
7.59,6.60398,7.51242,4
7.6,6.6791,7.51135,4
7.61,6.7542,7.5096,4
7.62,6.82929,7.50719,4
7.63,6.90434,7.50415,4
7.64,6.97937,7.50052,4
7.65,7.05435,7.49633,4
7.66,7.12929,7.49163,4
7.67,7.20418,7.48646,4
7.68,7.27902,7.48086,4
7.69,7.3538,7.47488,4
7.7,7.42852,7.46858,4
7.71,7.50317,7.462,4
7.72,7.57776,7.45519,4
7.73,7.65227,7.44822,4
7.74,7.72672,7.44113,4
7.75,7.8011,7.43399,4
7.76,7.8754,7.42684,4
7.77,7.94963,7.41974,4
7.78,8.0238,7.41275,4
7.79,8.09789,7.40592,4
7.8,8.17192,7.3993,4
7.81,8.24588,7.39295,4
7.82,8.31978,7.38691,4
7.83,8.39362,7.38122,4
7.84,8.4674,7.37595,4
7.85,8.54114,7.37113,4
7.86,8.61483,7.36679,4
7.87,8.68847,7.36298,4
7.88,8.76209,7.35974,4
7.89,8.83567,7.35709,4
7.9,8.90923,7.35507,4
7.91,8.98277,7.35369,4
7.92,9.05631,7.35298,4
7.93,9.12984,7.35296,4
7.94,9.20337,7.35364,4
7.95,9.27691,7.35504,4
7.96,9.35047,7.35715,4
7.97,9.42406,7.35998,4
7.98,9.49767,7.36353,4
7.99,9.57133,7.3678,4
8,9.64503,7.37277,4
8.01,9.71879,7.37844,4
8.02,9.7926,7.38478,4
8.03,9.86648,7.39177,4
8.04,9.94044,7.3994,4
8.05,10.0145,7.40763,4
8.06,10.0886,7.41643,4
8.07,10.1628,7.42578,4
8.08,10.2371,7.43562,4
8.09,10.3115,7.44592,4
8.1,10.386,7.45665,4
8.11,10.4607,7.46774,4
8.12,10.5354,7.47916,4
8.13,10.6102,7.49085,4
8.14,10.6852,7.50277,4
8.15,10.7603,7.51485,4
8.16,10.8355,7.52705,4
8.17,10.9108,7.53931,4
8.18,10.9863,7.55156,4
8.19,11.0619,7.56377,4
8.2,11.1376,7.57586,4
8.21,11.2134,7.58779,4
