t,theta,w,torque
1.59,-24.5025,-11.5113,1.5
1.6,-24.6174,-11.473,1.5
1.61,-24.732,-11.4338,1.5
1.62,-24.8461,-11.3936,1.5
1.63,-24.9598,-11.3525,1.5
1.64,-25.0731,-11.3103,1.5
1.65,-25.186,-11.2671,1.5
1.66,-25.2985,-11.2229,1.5
1.67,-25.4105,-11.1777,1.5
1.68,-25.522,-11.1316,1.5
1.69,-25.6331,-11.0845,1.5
1.7,-25.7437,-11.0366,1.5
1.71,-25.8538,-10.9878,1.5
1.72,-25.9635,-10.9384,1.5
1.73,-26.0726,-10.8884,1.5
1.74,-26.1812,-10.8379,1.5
1.75,-26.2894,-10.7869,1.5
1.76,-26.397,-10.7357,1.5
1.77,-26.5041,-10.6842,1.5
1.78,-26.6107,-10.6327,1.5
1.79,-26.7167,-10.5812,1.5
1.8,-26.8223,-10.5298,1.5
1.81,-26.9273,-10.4787,1.5
1.82,-27.0319,-10.428,1.5
1.83,-27.1359,-10.3777,1.5
1.84,-27.2394,-10.3279,1.5
1.85,-27.3425,-10.2789,1.5
1.86,-27.445,-10.2305,1.5
1.87,-27.5471,-10.183,1.5
1.88,-27.6487,-10.1363,1.5
1.89,-27.7498,-10.0906,1.5
1.9,-27.8505,-10.0459,1.5
1.91,-27.9507,-10.0022,1.5
1.92,-28.0505,-9.95951,1.5
1.93,-28.1499,-9.91794,1.5
1.94,-28.2489,-9.87744,1.5
1.95,-28.3475,-9.83804,1.5
1.96,-28.4456,-9.79971,1.5
1.97,-28.5435,-9.76244,1.5
1.98,-28.6409,-9.7262,1.5
1.99,-28.738,-9.69097,1.5
2,-28.8347,-9.65668,1.5
2.01,-28.9311,-9.62329,1.5
2.02,-29.0272,-9.59075,1.5
2.03,-29.1229,-9.55899,1.5
2.04,-29.2184,-9.52794,1.5
2.05,-29.3135,-9.49753,1.5
2.06,-29.4083,-9.46767,1.5
2.07,-29.5029,-9.43828,1.5
2.08,-29.5971,-9.40929,1.5
2.09,-29.691,-9.38059,1.5
2.1,-29.7847,-9.35212,1.5
2.11,-29.8781,-9.32377,1.5
2.12,-29.9712,-9.29546,1.5
2.13,-30.064,-9.2671,1.5
2.14,-30.1565,-9.23862,1.5
2.15,-30.2488,-9.20992,1.5
2.16,-30.3407,-9.18094,1.5
2.17,-30.4324,-9.15159,1.5
2.18,-30.5238,-9.12181,1.5
2.19,-30.6148,-9.09153,1.5
2.2,-30.7056,-9.06069,1.5
2.21,-30.796,-9.02925,1.5
2.22,-30.8862,-8.99715,1.5
2.23,-30.976,-8.96436,1.5
2.24,-31.0654,-8.93084,1.5
2.25,-31.1546,-8.89656,1.5
2.26,-31.2434,-8.86152,1.5
2.27,-31.3318,-8.82569,1.5
2.28,-31.4199,-8.78907,1.5
2.29,-31.5076,-8.75166,1.5
2.3,-31.5949,-8.71348,1.5
2.31,-31.6819,-8.67454,1.5
2.32,-31.7684,-8.63486,1.5
2.33,-31.8546,-8.59447,1.5
2.34,-31.9403,-8.55341,1.5
2.35,-32.0256,-8.51171,1.5
2.36,-32.1105,-8.46941,1.5
2.37,-32.195,-8.42657,1.5
2.38,-32.2791,-8.38325,1.5
2.39,-32.3627,-8.33948,1.5
2.4,-32.4458,-8.29534,1.5
2.41,-32.5286,-8.25088,1.5
2.42,-32.6109,-8.20617,1.5
2.43,-32.6927,-8.16127,1.5
2.44,-32.7741,-8.11624,1.5
2.45,-32.855,-8.07116,1.5
2.46,-32.9355,-8.02608,1.5
2.47,-33.0155,-7.98107,1.5
2.48,-33.0951,-7.9362,1.5
2.49,-33.1743,-7.89153,1.5
2.5,-33.253,-7.84712,1.5
2.51,-33.3312,-7.80302,1.5
2.52,-33.409,-7.7593,1.5
2.53,-33.4864,-7.716,1.5
2.54,-33.5633,-7.67318,1.5
2.55,-33.6399,-7.63088,1.5
2.56,-33.716,-7.58915,1.5
2.57,-33.7916,-7.54803,1.5
2.58,-33.8669,-7.50756,1.5
2.59,-33.9418,-7.46777,1.5
2.6,-34.0163,-7.42868,1.5
2.61,-34.0904,-7.39033,1.5
2.62,-34.1641,-7.35273,1.5
2.63,-34.2374,-7.3159,1.5
2.64,-34.3104,-7.27986,1.5
2.65,-34.383,-7.24461,1.5
2.66,-34.4553,-7.21017,1.5
2.67,-34.5272,-7.17652,1.5
2.68,-34.5988,-7.14368,1.5
2.69,-34.6701,-7.11163,1.5
2.7,-34.7411,-7.08036,1.5
2.71,-34.8117,-7.04987,1.5
2.72,-34.8821,-7.02014,1.5
2.73,-34.9521,-6.99114,1.5
2.74,-35.0219,-6.96286,1.5
2.75,-35.0914,-6.93528,1.5
2.76,-35.1606,-6.90835,1.5
2.77,-35.2296,-6.88207,1.5
2.78,-35.2983,-6.85638,1.5
2.79,-35.3667,-6.83127,1.5
2.8,-35.4349,-6.80669,1.5
2.81,-35.5028,-6.78261,1.5
2.82,-35.5705,-6.75898,1.5
2.83,-35.638,-6.73577,1.5
2.84,-35.7053,-6.71293,1.5
2.85,-35.7723,-6.69042,1.5
2.86,-35.8391,-6.66821,1.5
2.87,-35.9056,-6.64624,1.5
2.88,-35.972,-6.62447,1.5
2.89,-36.0381,-6.60286,1.5
2.9,-36.104,-6.58136,1.5
2.91,-36.1697,-6.55993,1.5
2.92,-36.2352,-6.53853,1.5
2.93,-36.3005,-6.51711,1.5
2.94,-36.3656,-6.49563,1.5
2.95,-36.4304,-6.47406,1.5
2.96,-36.4951,-6.45234,1.5
2.97,-36.5595,-6.43045,1.5
2.98,-36.6237,-6.40835,1.5
2.99,-36.6876,-6.38599,1.5
3,-36.7514,-6.36336,1.5
3.01,-36.8149,-6.34041,1.5
3.02,-36.8782,-6.31712,1.5
3.03,-36.9413,-6.29345,1.5
3.04,-37.0041,-6.26939,1.5
3.05,-37.0666,-6.2449,1.5
3.06,-37.129,-6.21998,1.5
3.07,-37.191,-6.19459,1.5
3.08,-37.2529,-6.16873,1.5
3.09,-37.3144,-6.14238,1.5
3.1,-37.3757,-6.11552,1.5
3.11,-37.4367,-6.08815,1.5
3.12,-37.4975,-6.06027,1.5
3.13,-37.5579,-6.03186,1.5
3.14,-37.6181,-6.00292,1.5
3.15,-37.678,-5.97346,1.5
3.16,-37.7376,-5.94348,1.5
3.17,-37.7968,-5.91298,1.5
3.18,-37.8558,-5.88196,1.5
3.19,-37.9145,-5.85045,1.5
3.2,-37.9728,-5.81844,1.5
3.21,-38.0309,-5.78595,1.5
3.22,-38.0885,-5.753,1.5
3.23,-38.1459,-5.7196,1.5
3.24,-38.2029,-5.68577,1.5
3.25,-38.2596,-5.65152,1.5
3.26,-38.316,-5.61689,1.5
3.27,-38.372,-5.58188,1.5
3.28,-38.4276,-5.54652,1.5
3.29,-38.4829,-5.51084,1.5
3.3,-38.5378,-5.47485,1.5
3.31,-38.5924,-5.4386,1.5
3.32,-38.6466,-5.40209,1.5
3.33,-38.7004,-5.36536,1.5
3.34,-38.7539,-5.32843,1.5
3.35,-38.807,-5.29133,1.5
3.36,-38.8597,-5.25408,1.5
3.37,-38.9121,-5.21672,1.5
3.38,-38.9641,-5.17928,1.5
3.39,-39.0157,-5.14177,1.5
3.4,-39.0669,-5.10422,1.5
3.41,-39.1177,-5.06666,1.5
3.42,-39.1682,-5.02913,1.5
3.43,-39.2183,-4.99163,1.5
3.44,-39.2681,-4.9542,1.5
3.45,-39.3174,-4.91687,1.5
3.46,-39.3664,-4.87965,1.5
3.47,-39.415,-4.84257,1.5
3.48,-39.4632,-4.80565,1.5
3.49,-39.5111,-4.76892,1.5
3.5,-39.5586,-4.73239,1.5
3.51,-39.6058,-4.69609,1.5
3.52,-39.6525,-4.66004,1.5
3.53,-39.699,-4.62425,1.5
3.54,-39.745,-4.58873,1.5
3.55,-39.7907,-4.55352,1.5
3.56,-39.8361,-4.51862,1.5
3.57,-39.8811,-4.48406,1.5
3.58,-39.9258,-4.44983,1.5
3.59,-39.9701,-4.41596,1.5
3.6,-40.0141,-4.38246,1.5
3.61,-40.0578,-4.34934,1.5
3.62,-40.1011,-4.31661,1.5
3.63,-40.1441,-4.28428,1.5
3.64,-40.1868,-4.25236,1.5
3.65,-40.2291,-4.22085,1.5
3.66,-40.2712,-4.18977,1.5
3.67,-40.3129,-4.15912,1.5
3.68,-40.3544,-4.12891,1.5
3.69,-40.3955,-4.09913,1.5
3.7,-40.4364,-4.0698,1.5
3.71,-40.4769,-4.04092,1.5
3.72,-40.5172,-4.01248,1.5
3.73,-40.5572,-3.9845,1.5
3.74,-40.5969,-3.95696,1.5
3.75,-40.6363,-3.92988,1.5
3.76,-40.6755,-3.90325,1.5
3.77,-40.7144,-3.87708,1.5
3.78,-40.753,-3.85135,1.5
3.79,-40.7914,-3.82607,1.5
3.8,-40.8295,-3.80123,1.5
3.81,-40.8674,-3.77684,1.5
3.82,-40.9051,-3.75288,1.5
3.83,-40.9425,-3.72936,1.5
3.84,-40.9797,-3.70626,1.5
3.85,-41.0166,-3.6836,1.5
3.86,-41.0533,-3.66134,1.5
3.87,-41.0899,-3.63951,1.5
3.88,-41.1261,-3.61808,1.5
3.89,-41.1622,-3.59705,1.5
3.9,-41.1981,-3.57641,1.5
3.91,-41.2337,-3.55616,1.5
3.92,-41.2692,-3.53629,1.5
3.93,-41.3045,-3.51678,1.5
3.94,-41.3395,-3.49765,1.5
3.95,-41.3744,-3.47886,1.5
3.96,-41.4091,-3.46042,1.5
3.97,-41.4436,-3.44232,1.5
3.98,-41.478,-3.42455,1.5
3.99,-41.5121,-3.4071,1.5
4,-41.5461,-3.38995,1.5
4.01,-41.5799,-3.37311,1.5
4.02,-41.6136,-3.35656,1.5
4.03,-41.6471,-3.34029,1.5
4.04,-41.6804,-3.32429,1.5
4.05,-41.7135,-3.30855,1.5
4.06,-41.7466,-3.29307,1.5
4.07,-41.7794,-3.27782,1.5
4.08,-41.8121,-3.26281,1.5
4.09,-41.8447,-3.24802,1.5
4.1,-41.8771,-3.23344,1.5
4.11,-41.9093,-3.21906,1.5
4.12,-41.9415,-3.20487,1.5
4.13,-41.9734,-3.19086,1.5
4.14,-42.0053,-3.17702,1.5
4.15,-42.037,-3.16335,1.5
4.16,-42.0685,-3.14982,1.5
4.17,-42.1,-3.13643,1.5
4.18,-42.1313,-3.12317,1.5
4.19,-42.1624,-3.11003,1.5
4.2,-42.1935,-3.097,1.5
4.21,-42.2244,-3.08407,1.5
4.22,-42.2551,-3.07123,1.5
4.23,-42.2858,-3.05846,1.5
4.24,-42.3163,-3.04577,1.5
4.25,-42.3467,-3.03314,1.5
4.26,-42.377,-3.02056,1.5
4.27,-42.4071,-3.00802,1.5
4.28,-42.4371,-2.99552,1.5
4.29,-42.467,-2.98304,1.5
4.3,-42.4968,-2.97057,1.5
4.31,-42.5264,-2.95811,1.5
4.32,-42.556,-2.94564,1.5
4.33,-42.5854,-2.93317,1.5
4.34,-42.6146,-2.92067,1.5
4.35,-42.6438,-2.90815,1.5
4.36,-42.6728,-2.89559,1.5
4.37,-42.7017,-2.88299,1.5
4.38,-42.7305,-2.87034,1.5
4.39,-42.7591,-2.85763,1.5
4.4,-42.7876,-2.84485,1.5
4.41,-42.816,-2.832,1.5
4.42,-42.8442,-2.81908,1.5
4.43,-42.8724,-2.80606,1.5
4.44,-42.9004,-2.79296,1.5
4.45,-42.9282,-2.77975,1.5
4.46,-42.956,-2.76645,1.5
4.47,-42.9836,-2.75303,1.5
4.48,-43.011,-2.7395,1.5
4.49,-43.0383,-2.72584,1.5
4.5,-43.0655,-2.71206,1.5
4.51,-43.0926,-2.69815,1.5
4.52,-43.1195,-2.68411,1.5
4.53,-43.1463,-2.66992,1.5
4.54,-43.1729,-2.6556,1.5
4.55,-43.1994,-2.64112,1.5
4.56,-43.2257,-2.6265,1.5
4.57,-43.2519,-2.61172,1.5
4.58,-43.278,-2.59678,1.5
4.59,-43.3038,-2.58168,1.5
4.6,-43.3296,-2.56642,1.5
4.61,-43.3552,-2.551,1.5
4.62,-43.3806,-2.5354,1.5
4.63,-43.4059,-2.51964,1.5
4.64,-43.431,-2.5037,1.5
4.65,-43.456,-2.4876,1.5
4.66,-43.4807,-2.47131,1.5
4.67,-43.5054,-2.45486,1.5
4.68,-43.5298,-2.43822,1.5
4.69,-43.5541,-2.42141,1.5
4.7,-43.5783,-2.40442,1.5
4.71,-43.6022,-2.38725,1.5
4.72,-43.626,-2.3699,1.5
4.73,-43.6496,-2.35237,1.5
4.74,-43.6731,-2.33467,1.5
4.75,-43.6963,-2.31679,1.5
4.76,-43.7194,-2.29873,1.5
4.77,-43.7423,-2.28049,1.5
4.78,-43.765,-2.26208,1.5
4.79,-43.7875,-2.24349,1.5
4.8,-43.8099,-2.22473,1.5
4.81,-43.832,-2.2058,1.5
4.82,-43.854,-2.1867,1.5
4.83,-43.8758,-2.16743,1.5
4.84,-43.8973,-2.14799,1.5
4.85,-43.9187,-2.12839,1.5
4.86,-43.9399,-2.10862,1.5
4.87,-43.9609,-2.08869,1.5
4.88,-43.9817,-2.0686,1.5
4.89,-44.0023,-2.04836,1.5
4.9,-44.0226,-2.02796,1.5
4.91,-44.0428,-2.00742,1.5
4.92,-44.0628,-1.98672,1.5
4.93,-44.0826,-1.96587,1.5
4.94,-44.1021,-1.94489,1.5
4.95,-44.1215,-1.92376,1.5
4.96,-44.1406,-1.9025,1.5
4.97,-44.1595,-1.8811,1.5
4.98,-44.1782,-1.85957,1.5
4.99,-44.1967,-1.83791,1.5
5,-44.215,-1.81612,1.5
5.01,-44.233,-1.79422,1.5
5.02,-44.2509,-1.77219,1.5
5.03,-44.2685,-1.75005,1.5
5.04,-44.2859,-1.72779,1.5
5.05,-44.303,-1.70543,1.5
5.06,-44.32,-1.68296,1.5
5.07,-44.3367,-1.66039,1.5
5.08,-44.3532,-1.63772,1.5
5.09,-44.3694,-1.61496,1.5
5.1,-44.3855,-1.5921,1.5
5.11,-44.4013,-1.56915,1.5
5.12,-44.4168,-1.54612,1.5
5.13,-44.4322,-1.523,1.5
5.14,-44.4473,-1.49981,1.5
5.15,-44.4622,-1.47653,1.5
5.16,-44.4768,-1.45319,1.5
5.17,-44.4913,-1.42978,1.5
5.18,-44.5054,-1.4063,1.5
5.19,-44.5194,-1.38275,1.5
5.2,-44.5331,-1.35915,1.5
5.21,-44.5466,-1.33549,1.5
5.22,-44.5598,-1.31178,1.5
5.23,-44.5728,-1.28802,1.5
5.24,-44.5856,-1.26421,1.5
5.25,-44.5981,-1.24035,1.5
5.26,-44.6104,-1.21645,1.5
5.27,-44.6224,-1.19252,1.5
5.28,-44.6342,-1.16855,1.5
5.29,-44.6458,-1.14454,1.5
5.3,-44.6571,-1.12051,1.5
5.31,-44.6682,-1.09644,1.5
5.32,-44.679,-1.07236,1.5
5.33,-44.6896,-1.04825,1.5
5.34,-44.7,-1.02412,1.5
5.35,-44.7101,-0.999976,1.5
5.36,-44.72,-0.975817,1.5
5.37,-44.7296,-0.951646,1.5
5.38,-44.739,-0.927466,1.5
5.39,-44.7482,-0.903278,1.5
5.4,-44.7571,-0.879087,1.5
5.41,-44.7658,-0.854892,1.5
5.42,-44.7742,-0.830698,1.5
5.43,-44.7824,-0.806506,1.5
5.44,-44.7903,-0.782318,1.5
5.45,-44.798,-0.758136,1.5
5.46,-44.8055,-0.733963,1.5
5.47,-44.8127,-0.709801,1.5
5.48,-44.8197,-0.685651,1.5
5.49,-44.8264,-0.661515,1.5
5.5,-44.8329,-0.637396,1.5
5.51,-44.8392,-0.613295,1.5
5.52,-44.8452,-0.589214,1.5
5.53,-44.851,-0.565155,1.5
5.54,-44.8565,-0.54112,1.5
5.55,-44.8618,-0.51711,1.5
5.56,-44.8668,-0.493127,1.5
5.57,-44.8716,-0.469172,1.5
5.58,-44.8762,-0.445248,1.5
5.59,-44.8805,-0.421356,1.5
5.6,-44.8846,-0.397497,1.5
5.61,-44.8885,-0.373673,1.5
5.62,-44.8921,-0.349886,1.5
5.63,-44.8955,-0.326137,1.5
5.64,-44.8986,-0.302427,1.5
5.65,-44.9015,-0.278758,1.5
5.66,-44.9042,-0.255131,1.5
5.67,-44.9066,-0.231547,1.5
5.68,-44.9088,-0.208009,1.5
5.69,-44.9108,-0.184517,1.5
5.7,-44.9125,-0.161072,1.5
5.71,-44.914,-0.137676,1.5
5.72,-44.9153,-0.114331,1.5
5.73,-44.9163,-0.0910372,1.5
5.74,-44.9171,-0.0677961,1.5
5.75,-44.9177,-0.0446089,1.5
5.76,-44.918,-0.021477,1.5
5.77,-44.9181,0.00159834,1.5
5.78,-44.918,0.024616,1.5
5.79,-44.9176,0.0475748,1.5
5.8,-44.917,0.0704734,1.5
5.81,-44.9162,0.0933106,1.5
5.82,-44.9151,0.116085,1.5
5.83,-44.9139,0.138796,1.5
5.84,-44.9124,0.161442,1.5
5.85,-44.9106,0.184022,1.5
5.86,-44.9087,0.206534,1.5
5.87,-44.9065,0.228978,1.5
5.88,-44.9041,0.251352,1.5
5.89,-44.9015,0.273655,1.5
5.9,-44.8986,0.295886,1.5
5.91,-44.8956,0.318043,1.5
5.92,-44.8923,0.340125,1.5
5.93,-44.8888,0.362131,1.5
5.94,-44.885,0.384061,1.5
5.95,-44.8811,0.405911,1.5
5.96,-44.8769,0.427682,1.5
5.97,-44.8725,0.449372,1.5
5.98,-44.8679,0.470979,1.5
5.99,-44.8631,0.492503,1.5
6,-44.8581,0.513942,1.5
6.01,-44.8528,0.535294,1.5
6.02,-44.8474,0.556558,1.5
6.03,-44.8417,0.577733,1.5
6.04,-44.8358,0.598818,1.5
6.05,-44.8297,0.619811,1.5
6.06,-44.8234,0.64071,1.5
6.07,-44.8169,0.661515,1.5
6.08,-44.8102,0.682223,1.5
6.09,-44.8033,0.702833,1.5
6.1,-44.7961,0.723344,1.5
6.11,-44.7888,0.743755,1.5
6.12,-44.7813,0.764063,1.5
6.13,-44.7735,0.784267,1.5
6.14,-44.7656,0.804365,1.5
6.15,-44.7574,0.824357,1.5
6.16,-44.7491,0.844239,1.5
6.17,-44.7406,0.864011,1.5
6.18,-44.7318,0.883672,1.5
6.19,-44.7229,0.903218,1.5
6.2,-44.7138,0.922649,1.5
6.21,-44.7044,0.941963,1.5
6.22,-44.6949,0.961159,1.5
6.23,-44.6852,0.980233,1.5
6.24,-44.6753,0.999186,1.5
6.25,-44.6652,1.01801,1.5
6.26,-44.6549,1.03672,1.5
6.27,-44.6445,1.05529,1.5
6.28,-44.6338,1.07374,1.5
6.29,-44.623,1.09205,1.5
6.3,-44.612,1.11023,1.5
6.31,-44.6008,1.12828,1.5
6.32,-44.5894,1.14619,1.5
6.33,-44.5779,1.16396,1.5
6.34,-44.5662,1.18158,1.5
6.35,-44.5543,1.19907,1.5
6.36,-44.5422,1.21641,1.5
6.37,-44.5299,1.23361,1.5
6.38,-44.5175,1.25066,1.5
6.39,-44.5049,1.26756,1.5
6.4,-44.4922,1.2843,1.5
6.41,-44.4792,1.3009,1.5
6.42,-44.4661,1.31733,1.5
6.43,-44.4529,1.33361,1.5
6.44,-44.4395,1.34973,1.5
6.45,-44.4259,1.36569,1.5
6.46,-44.4122,1.38149,1.5
6.47,-44.3983,1.39712,1.5
6.48,-44.3842,1.41258,1.5
6.49,-44.37,1.42788,1.5
6.5,-44.3557,1.443,1.5
6.51,-44.3411,1.45796,1.5
6.52,-44.3265,1.47274,1.5
6.53,-44.3117,1.48734,1.5
6.54,-44.2967,1.50177,1.5
6.55,-44.2817,1.51602,1.5
6.56,-44.2664,1.53009,1.5
6.57,-44.2511,1.54397,1.5
6.58,-44.2355,1.55768,1.5
6.59,-44.2199,1.5712,1.5
6.6,-44.2041,1.58453,1.5
6.61,-44.1882,1.59767,1.5
6.62,-44.1722,1.61063,1.5
6.63,-44.156,1.62339,1.5
6.64,-44.1397,1.63597,1.5
6.65,-44.1233,1.64835,1.5
6.66,-44.1067,1.66054,1.5
6.67,-44.0901,1.67253,1.5
6.68,-44.0733,1.68432,1.5
6.69,-44.0564,1.69592,1.5
6.7,-44.0394,1.70733,1.5
6.71,-44.0222,1.71853,1.5
6.72,-44.005,1.72953,1.5
6.73,-43.9877,1.74033,1.5
6.74,-43.9702,1.75094,1.5
6.75,-43.9526,1.76134,1.5
6.76,-43.935,1.77154,1.5
6.77,-43.9172,1.78153,1.5
6.78,-43.8993,1.79133,1.5
6.79,-43.8814,1.80092,1.5
6.8,-43.8633,1.81031,1.5
6.81,-43.8452,1.81949,1.5
6.82,-43.8269,1.82848,1.5
6.83,-43.8086,1.83726,1.5
6.84,-43.7902,1.84583,1.5
6.85,-43.7717,1.85421,1.5
6.86,-43.7531,1.86238,1.5
6.87,-43.7344,1.87035,1.5
6.88,-43.7157,1.87812,1.5
6.89,-43.6969,1.88569,1.5
6.9,-43.678,1.89306,1.5
6.91,-43.659,1.90024,1.5
6.92,-43.64,1.90721,1.5
6.93,-43.6209,1.91399,1.5
6.94,-43.6017,1.92057,1.5
6.95,-43.5825,1.92696,1.5
6.96,-43.5632,1.93315,1.5
6.97,-43.5438,1.93915,1.5
6.98,-43.5244,1.94496,1.5
6.99,-43.5049,1.95059,1.5
7,-43.4854,1.95602,1.5
7.01,-43.4658,1.96127,1.5
7.02,-43.4461,1.96634,1.5
7.03,-43.4265,1.97122,1.5
7.04,-43.4067,1.97593,1.5
7.05,-43.3869,1.98046,1.5
7.06,-43.3671,1.98481,1.5
7.07,-43.3472,1.98899,1.5
7.08,-43.3273,1.993,1.5
7.09,-43.3074,1.99685,1.5
7.1,-43.2874,2.00052,1.5
