t,theta,w,torque
0.77,-12.2252,-12.3748,2
0.78,-12.3485,-12.2959,2
0.79,-12.4711,-12.2162,2
0.8,-12.5929,-12.1357,2
0.81,-12.7138,-12.0543,2
0.82,-12.8339,-11.9722,2
0.83,-12.9533,-11.8893,2
0.84,-13.0717,-11.8058,2
0.85,-13.1894,-11.7216,2
0.86,-13.3062,-11.6369,2
0.87,-13.4221,-11.5518,2
0.88,-13.5372,-11.4663,2
0.89,-13.6514,-11.3806,2
0.9,-13.7648,-11.2949,2
0.91,-13.8773,-11.2091,2
0.92,-13.989,-11.1235,2
0.93,-14.0998,-11.0381,2
0.94,-14.2098,-10.9532,2
0.95,-14.3189,-10.8687,2
0.96,-14.4271,-10.7848,2
0.97,-14.5346,-10.7017,2
0.98,-14.6412,-10.6194,2
0.99,-14.747,-10.538,2
1,-14.8519,-10.4577,2
1.01,-14.9561,-10.3784,2
1.02,-15.0595,-10.3002,2
1.03,-15.1621,-10.2233,2
1.04,-15.264,-10.1476,2
1.05,-15.3651,-10.0733,2
1.06,-15.4654,-10.0002,2
1.07,-15.5651,-9.92846,2
1.08,-15.664,-9.85806,2
1.09,-15.7623,-9.789,2
1.1,-15.8598,-9.72125,2
1.11,-15.9567,-9.6548,2
1.12,-16.0529,-9.58961,2
1.13,-16.1485,-9.52565,2
1.14,-16.2434,-9.46287,2
1.15,-16.3377,-9.40121,2
1.16,-16.4314,-9.34062,2
1.17,-16.5246,-9.28102,2
1.18,-16.6171,-9.22236,2
1.19,-16.709,-9.16455,2
1.2,-16.8004,-9.10753,2
1.21,-16.8912,-9.0512,2
1.22,-16.9814,-8.9955,2
1.23,-17.0711,-8.94034,2
1.24,-17.1602,-8.88564,2
1.25,-17.2488,-8.83132,2
1.26,-17.3368,-8.7773,2
1.27,-17.4243,-8.72349,2
1.28,-17.5113,-8.66982,2
1.29,-17.5977,-8.61623,2
1.3,-17.6836,-8.56263,2
1.31,-17.769,-8.50896,2
1.32,-17.8538,-8.45516,2
1.33,-17.9381,-8.40118,2
1.34,-18.0218,-8.34694,2
1.35,-18.105,-8.29242,2
1.36,-18.1877,-8.23756,2
1.37,-18.2698,-8.18232,2
1.38,-18.3513,-8.12668,2
1.39,-18.4323,-8.07061,2
1.4,-18.5127,-8.01407,2
1.41,-18.5926,-7.95707,2
1.42,-18.6719,-7.89958,2
1.43,-18.7506,-7.84161,2
1.44,-18.8287,-7.78315,2
1.45,-18.9062,-7.7242,2
1.46,-18.9832,-7.66477,2
1.47,-19.0595,-7.60489,2
1.48,-19.1353,-7.54456,2
1.49,-19.2104,-7.48382,2
1.5,-19.2849,-7.42267,2
1.51,-19.3589,-7.36116,2
1.52,-19.4322,-7.29932,2
1.53,-19.5049,-7.23718,2
1.54,-19.5769,-7.17477,2
1.55,-19.6483,-7.11215,2
1.56,-19.7192,-7.04934,2
1.57,-19.7893,-6.98639,2
1.58,-19.8589,-6.92334,2
1.59,-19.9278,-6.86024,2
1.6,-19.9961,-6.79713,2
1.61,-20.0637,-6.73405,2
1.62,-20.1308,-6.67106,2
1.63,-20.1972,-6.60819,2
1.64,-20.2629,-6.54549,2
1.65,-20.3281,-6.483,2
1.66,-20.3926,-6.42076,2
1.67,-20.4565,-6.35881,2
1.68,-20.5198,-6.2972,2
1.69,-20.5824,-6.23595,2
1.7,-20.6445,-6.17511,2
1.71,-20.7059,-6.11471,2
1.72,-20.7668,-6.05478,2
1.73,-20.827,-5.99536,2
1.74,-20.8867,-5.93647,2
1.75,-20.9458,-5.87814,2
1.76,-21.0043,-5.82039,2
1.77,-21.0622,-5.76326,2
1.78,-21.1195,-5.70675,2
1.79,-21.1763,-5.65089,2
1.8,-21.2325,-5.59569,2
1.81,-21.2882,-5.54118,2
1.82,-21.3434,-5.48736,2
1.83,-21.398,-5.43424,2
1.84,-21.4521,-5.38184,2
1.85,-21.5056,-5.33016,2
1.86,-21.5587,-5.2792,2
1.87,-21.6112,-5.22898,2
1.88,-21.6633,-5.1795,2
1.89,-21.7148,-5.13075,2
1.9,-21.7659,-5.08273,2
1.91,-21.8165,-5.03545,2
1.92,-21.8666,-4.9889,2
1.93,-21.9162,-4.94308,2
1.94,-21.9654,-4.89797,2
1.95,-22.0142,-4.85358,2
1.96,-22.0625,-4.80989,2
1.97,-22.1104,-4.7669,2
1.98,-22.1579,-4.7246,2
1.99,-22.2049,-4.68297,2
2,-22.2515,-4.64201,2
2.01,-22.2977,-4.6017,2
2.02,-22.3436,-4.56202,2
2.03,-22.389,-4.52298,2
2.04,-22.434,-4.48454,2
2.05,-22.4787,-4.4467,2
2.06,-22.523,-4.40943,2
2.07,-22.5669,-4.37274,2
2.08,-22.6104,-4.33659,2
2.09,-22.6536,-4.30098,2
2.1,-22.6964,-4.26588,2
2.11,-22.7389,-4.23128,2
2.12,-22.7811,-4.19716,2
2.13,-22.8229,-4.1635,2
2.14,-22.8643,-4.1303,2
2.15,-22.9055,-4.09752,2
2.16,-22.9463,-4.06516,2
2.17,-22.9868,-4.03319,2
2.18,-23.0269,-4.0016,2
2.19,-23.0668,-3.97038,2
2.2,-23.1064,-3.93949,2
2.21,-23.1456,-3.90894,2
2.22,-23.1845,-3.87869,2
2.23,-23.2232,-3.84874,2
2.24,-23.2615,-3.81906,2
2.25,-23.2996,-3.78964,2
2.26,-23.3373,-3.76047,2
2.27,-23.3748,-3.73153,2
2.28,-23.4119,-3.7028,2
2.29,-23.4488,-3.67427,2
2.3,-23.4854,-3.64593,2
2.31,-23.5217,-3.61775,2
2.32,-23.5578,-3.58973,2
2.33,-23.5935,-3.56185,2
2.34,-23.629,-3.5341,2
2.35,-23.6642,-3.50646,2
2.36,-23.6991,-3.47892,2
2.37,-23.7338,-3.45148,2
2.38,-23.7682,-3.42411,2
2.39,-23.8023,-3.39681,2
2.4,-23.8361,-3.36956,2
2.41,-23.8697,-3.34236,2
2.42,-23.903,-3.3152,2
2.43,-23.936,-3.28806,2
2.44,-23.9687,-3.26093,2
2.45,-24.0012,-3.23381,2
2.46,-24.0334,-3.20669,2
2.47,-24.0653,-3.17956,2
2.48,-24.097,-3.15241,2
2.49,-24.1284,-3.12524,2
2.5,-24.1595,-3.09804,2
2.51,-24.1903,-3.07079,2
2.52,-24.2209,-3.0435,2
2.53,-24.2512,-3.01617,2
2.54,-24.2812,-2.98878,2
2.55,-24.311,-2.96132,2
2.56,-24.3405,-2.93381,2
2.57,-24.3697,-2.90622,2
2.58,-24.3986,-2.87857,2
2.59,-24.4272,-2.85084,2
2.6,-24.4556,-2.82303,2
2.61,-24.4837,-2.79514,2
2.62,-24.5115,-2.76716,2
2.63,-24.539,-2.73911,2
2.64,-24.5663,-2.71096,2
2.65,-24.5932,-2.68273,2
2.66,-24.6199,-2.65441,2
2.67,-24.6463,-2.626,2
2.68,-24.6725,-2.5975,2
2.69,-24.6983,-2.56891,2
2.7,-24.7238,-2.54023,2
2.71,-24.7491,-2.51146,2
2.72,-24.7741,-2.4826,2
2.73,-24.7987,-2.45365,2
2.74,-24.8231,-2.42462,2
2.75,-24.8472,-2.3955,2
2.76,-24.871,-2.3663,2
2.77,-24.8946,-2.33701,2
2.78,-24.9178,-2.30765,2
2.79,-24.9407,-2.2782,2
2.8,-24.9633,-2.24868,2
2.81,-24.9857,-2.21909,2
2.82,-25.0077,-2.18942,2
2.83,-25.0295,-2.15969,2
2.84,-25.0509,-2.12989,2
2.85,-25.0721,-2.10002,2
2.86,-25.0929,-2.0701,2
2.87,-25.1135,-2.04012,2
2.88,-25.1337,-2.01009,2
2.89,-25.1537,-1.98,2
2.9,-25.1733,-1.94987,2
2.91,-25.1927,-1.91969,2
2.92,-25.2117,-1.88947,2
2.93,-25.2305,-1.85922,2
2.94,-25.2489,-1.82893,2
2.95,-25.267,-1.79861,2
2.96,-25.2849,-1.76827,2
2.97,-25.3024,-1.7379,2
2.98,-25.3196,-1.70751,2
2.99,-25.3366,-1.67711,2
3,-25.3532,-1.6467,2
3.01,-25.3695,-1.61627,2
3.02,-25.3855,-1.58584,2
3.03,-25.4012,-1.55541,2
3.04,-25.4166,-1.52499,2
3.05,-25.4317,-1.49456,2
3.06,-25.4465,-1.46415,2
3.07,-25.461,-1.43375,2
3.08,-25.4752,-1.40337,2
3.09,-25.4891,-1.373,2
3.1,-25.5026,-1.34266,2
3.11,-25.5159,-1.31235,2
3.12,-25.5289,-1.28206,2
3.13,-25.5416,-1.25181,2
3.14,-25.5539,-1.22159,2
3.15,-25.566,-1.19142,2
3.16,-25.5777,-1.16128,2
3.17,-25.5892,-1.1312,2
3.18,-25.6004,-1.10116,2
3.19,-25.6112,-1.07117,2
3.2,-25.6218,-1.04124,2
3.21,-25.6321,-1.01136,2
3.22,-25.642,-0.98155,2
3.23,-25.6517,-0.951798,2
3.24,-25.6611,-0.922113,2
3.25,-25.6701,-0.892496,2
3.26,-25.6789,-0.862951,2
3.27,-25.6874,-0.833479,2
3.28,-25.6956,-0.804084,2
3.29,-25.7035,-0.774768,2
3.3,-25.7111,-0.745532,2
3.31,-25.7184,-0.716381,2
3.32,-25.7254,-0.687315,2
3.33,-25.7321,-0.658337,2
3.34,-25.7386,-0.629449,2
3.35,-25.7447,-0.600654,2
3.36,-25.7506,-0.571954,2
3.37,-25.7562,-0.54335,2
3.38,-25.7615,-0.514844,2
3.39,-25.7665,-0.48644,2
3.4,-25.7712,-0.458138,2
3.41,-25.7756,-0.42994,2
3.42,-25.7798,-0.401849,2
3.43,-25.7837,-0.373866,2
3.44,-25.7873,-0.345993,2
3.45,-25.7906,-0.318231,2
3.46,-25.7936,-0.290583,2
3.47,-25.7964,-0.26305,2
3.48,-25.7989,-0.235633,2
3.49,-25.8011,-0.208335,2
3.5,-25.803,-0.181156,2
3.51,-25.8047,-0.154099,2
3.52,-25.8061,-0.127165,2
3.53,-25.8073,-0.100355,2
3.54,-25.8081,-0.0736711,2
3.55,-25.8087,-0.0471146,2
3.56,-25.8091,-0.0206869,2
3.57,-25.8092,0.00561066,2
3.58,-25.809,0.0317766,2
3.59,-25.8085,0.0578096,2
3.6,-25.8078,0.0837082,2
3.61,-25.8068,0.109471,2
3.62,-25.8056,0.135097,2
3.63,-25.8041,0.160585,2
3.64,-25.8024,0.185933,2
3.65,-25.8004,0.211139,2
3.66,-25.7982,0.236204,2
3.67,-25.7957,0.261125,2
3.68,-25.793,0.285902,2
3.69,-25.79,0.310532,2
3.7,-25.7868,0.335015,2
3.71,-25.7833,0.359349,2
3.72,-25.7796,0.383533,2
3.73,-25.7756,0.407566,2
3.74,-25.7714,0.431447,2
3.75,-25.767,0.455174,2
3.76,-25.7623,0.478746,2
3.77,-25.7574,0.502162,2
3.78,-25.7523,0.525421,2
3.79,-25.7469,0.548521,2
3.8,-25.7413,0.571461,2
3.81,-25.7355,0.59424,2
3.82,-25.7294,0.616856,2
3.83,-25.7231,0.639309,2
3.84,-25.7166,0.661596,2
3.85,-25.7099,0.683718,2
3.86,-25.703,0.705672,2
3.87,-25.6958,0.727457,2
3.88,-25.6884,0.749072,2
3.89,-25.6808,0.770516,2
3.9,-25.673,0.791788,2
3.91,-25.665,0.812885,2
3.92,-25.6567,0.833808,2
3.93,-25.6483,0.854554,2
3.94,-25.6397,0.875122,2
3.95,-25.6308,0.895512,2
3.96,-25.6217,0.915721,2
3.97,-25.6125,0.935749,2
3.98,-25.603,0.955595,2
3.99,-25.5934,0.975256,2
4,-25.5835,0.994732,2
4.01,-25.5735,1.01402,2
4.02,-25.5632,1.03312,2
4.03,-25.5528,1.05204,2
4.04,-25.5422,1.07076,2
4.05,-25.5314,1.08929,2
4.06,-25.5204,1.10763,2
4.07,-25.5093,1.12578,2
4.08,-25.4979,1.14373,2
4.09,-25.4864,1.16148,2
4.1,-25.4747,1.17904,2
4.11,-25.4628,1.1964,2
4.12,-25.4508,1.21355,2
4.13,-25.4385,1.23051,2
4.14,-25.4261,1.24727,2
4.15,-25.4136,1.26382,2
4.16,-25.4009,1.28017,2
4.17,-25.388,1.29632,2
4.18,-25.3749,1.31226,2
4.19,-25.3617,1.32799,2
4.2,-25.3484,1.34352,2
4.21,-25.3349,1.35884,2
4.22,-25.3212,1.37395,2
4.23,-25.3074,1.38885,2
4.24,-25.2934,1.40353,2
4.25,-25.2793,1.41801,2
4.26,-25.2651,1.43227,2
4.27,-25.2507,1.44633,2
4.28,-25.2361,1.46016,2
4.29,-25.2215,1.47379,2
4.3,-25.2067,1.4872,2
4.31,-25.1917,1.50039,2
4.32,-25.1767,1.51337,2
4.33,-25.1615,1.52614,2
4.34,-25.1461,1.53869,2
4.35,-25.1307,1.55102,2
4.36,-25.1151,1.56314,2
4.37,-25.0994,1.57504,2
4.38,-25.0836,1.58672,2
4.39,-25.0677,1.59819,2
4.4,-25.0517,1.60944,2
4.41,-25.0355,1.62047,2
4.42,-25.0192,1.63129,2
4.43,-25.0029,1.64189,2
4.44,-24.9864,1.65228,2
4.45,-24.9698,1.66246,2
4.46,-24.9532,1.67241,2
4.47,-24.9364,1.68216,2
4.48,-24.9195,1.69169,2
4.49,-24.9026,1.70101,2
4.5,-24.8855,1.71012,2
4.51,-24.8684,1.71902,2
4.52,-24.8511,1.7277,2
4.53,-24.8338,1.73618,2
4.54,-24.8164,1.74445,2
4.55,-24.7989,1.75251,2
4.56,-24.7814,1.76037,2
4.57,-24.7637,1.76803,2
4.58,-24.746,1.77548,2
4.59,-24.7282,1.78273,2
4.6,-24.7103,1.78978,2
4.61,-24.6924,1.79663,2
4.62,-24.6744,1.80329,2
4.63,-24.6563,1.80975,2
4.64,-24.6382,1.81602,2
4.65,-24.62,1.8221,2
4.66,-24.6018,1.82799,2
4.67,-24.5835,1.83369,2
4.68,-24.5651,1.83921,2
4.69,-24.5467,1.84455,2
4.7,-24.5282,1.84971,2
4.71,-24.5097,1.85468,2
4.72,-24.4911,1.85949,2
4.73,-24.4725,1.86412,2
4.74,-24.4538,1.86858,2
4.75,-24.4351,1.87288,2
4.76,-24.4164,1.87701,2
4.77,-24.3976,1.88097,2
4.78,-24.3788,1.88478,2
4.79,-24.3599,1.88844,2
4.8,-24.341,1.89194,2
4.81,-24.322,1.89529,2
4.82,-24.3031,1.89849,2
4.83,-24.2841,1.90155,2
4.84,-24.2651,1.90447,2
4.85,-24.246,1.90725,2
4.86,-24.2269,1.9099,2
4.87,-24.2078,1.91241,2
4.88,-24.1887,1.9148,2
4.89,-24.1695,1.91707,2
4.9,-24.1503,1.91921,2
4.91,-24.1311,1.92124,2
4.92,-24.1119,1.92315,2
4.93,-24.0927,1.92496,2
4.94,-24.0734,1.92665,2
4.95,-24.0541,1.92825,2
4.96,-24.0348,1.92975,2
4.97,-24.0155,1.93115,2
4.98,-23.9962,1.93246,2
4.99,-23.9769,1.93368,2
5,-23.9575,1.93482,2
5.01,-23.9382,1.93588,2
5.02,-23.9188,1.93686,2
5.03,-23.8994,1.93777,2
5.04,-23.8801,1.93861,2
5.05,-23.8607,1.93939,2
5.06,-23.8413,1.94011,2
5.07,-23.8219,1.94077,2
5.08,-23.8025,1.94137,2
5.09,-23.783,1.94193,2
5.1,-23.7636,1.94244,2
5.11,-23.7442,1.94291,2
5.12,-23.7248,1.94334,2
5.13,-23.7053,1.94374,2
5.14,-23.6859,1.94411,2
5.15,-23.6664,1.94446,2
5.16,-23.647,1.94478,2
5.17,-23.6275,1.94508,2
5.18,-23.6081,1.94537,2
5.19,-23.5886,1.94565,2
5.2,-23.5692,1.94593,2
5.21,-23.5497,1.94619,2
5.22,-23.5303,1.94647,2
5.23,-23.5108,1.94674,2
5.24,-23.4913,1.94703,2
5.25,-23.4719,1.94732,2
5.26,-23.4524,1.94763,2
5.27,-23.4329,1.94797,2
5.28,-23.4134,1.94832,2
5.29,-23.3939,1.94871,2
5.3,-23.3744,1.94912,2
5.31,-23.355,1.94957,2
5.32,-23.3355,1.95005,2
5.33,-23.3159,1.95058,2
5.34,-23.2964,1.95115,2
5.35,-23.2769,1.95177,2
5.36,-23.2574,1.95244,2
5.37,-23.2379,1.95316,2
5.38,-23.2183,1.95395,2
5.39,-23.1988,1.9548,2
5.4,-23.1792,1.95571,2
5.41,-23.1597,1.95669,2
5.42,-23.1401,1.95774,2
5.43,-23.1205,1.95886,2
5.44,-23.1009,1.96007,2
5.45,-23.0813,1.96135,2
5.46,-23.0617,1.96272,2
5.47,-23.0421,1.96418,2
5.48,-23.0224,1.96572,2
5.49,-23.0028,1.96736,2
5.5,-22.9831,1.9691,2
5.51,-22.9634,1.97093,2
5.52,-22.9437,1.97286,2
5.53,-22.9239,1.9749,2
5.54,-22.9042,1.97705,2
5.55,-22.8844,1.97931,2
5.56,-22.8646,1.98168,2
5.57,-22.8447,1.98416,2
5.58,-22.8249,1.98676,2
5.59,-22.805,1.98948,2
5.6,-22.7851,1.99233,2
5.61,-22.7652,1.9953,2
5.62,-22.7452,1.9984,2
5.63,-22.7252,2.00162,2
5.64,-22.7052,2.00498,2
5.65,-22.6851,2.00848,2
5.66,-22.665,2.01211,2
5.67,-22.6448,2.01588,2
5.68,-22.6247,2.01979,2
5.69,-22.6045,2.02384,2
5.7,-22.5842,2.02804,2
5.71,-22.5639,2.03238,2
5.72,-22.5435,2.03688,2
5.73,-22.5232,2.04152,2
5.74,-22.5027,2.04632,2
5.75,-22.4822,2.05127,2
5.76,-22.4617,2.05637,2
5.77,-22.4411,2.06164,2
5.78,-22.4205,2.06706,2
5.79,-22.3998,2.07264,2
5.8,-22.379,2.07839,2
5.81,-22.3582,2.08429,2
5.82,-22.3373,2.09037,2
5.83,-22.3164,2.09661,2
5.84,-22.2954,2.10301,2
5.85,-22.2743,2.10958,2
5.86,-22.2532,2.11633,2
5.87,-22.232,2.12324,2
5.88,-22.2107,2.13032,2
5.89,-22.1894,2.13758,2
5.9,-22.168,2.14501,2
5.91,-22.1465,2.15261,2
5.92,-22.1249,2.16039,2
5.93,-22.1033,2.16834,2
5.94,-22.0816,2.17647,2
5.95,-22.0597,2.18477,2
5.96,-22.0379,2.19325,2
5.97,-22.0159,2.20191,2
5.98,-21.9938,2.21074,2
5.99,-21.9717,2.21974,2
6,-21.9494,2.22893,2
6.01,-21.9271,2.23829,2
6.02,-21.9047,2.24783,2
6.03,-21.8821,2.25754,2
6.04,-21.8595,2.26743,2
6.05,-21.8368,2.27749,2
6.06,-21.814,2.28773,2
6.07,-21.791,2.29814,2
6.08,-21.768,2.30872,2
6.09,-21.7448,2.31948,2
6.1,-21.7216,2.3304,2
6.11,-21.6982,2.3415,2
6.12,-21.6748,2.35276,2
6.13,-21.6512,2.36419,2
6.14,-21.6275,2.37579,2
6.15,-21.6037,2.38755,2
6.16,-21.5797,2.39947,2
6.17,-21.5557,2.41155,2
6.18,-21.5315,2.42379,2
6.19,-21.5072,2.43618,2
6.2,-21.4828,2.44873,2
6.21,-21.4582,2.46143,2
6.22,-21.4335,2.47428,2
6.23,-21.4087,2.48727,2
6.24,-21.3838,2.50041,2
6.25,-21.3587,2.51368,2
6.26,-21.3335,2.52709,2
6.27,-21.3082,2.54063,2
6.28,-21.2827,2.5543,2
6.29,-21.2571,2.5681,2
6.3,-21.2314,2.58202,2
6.31,-21.2055,2.59605,2
6.32,-21.1794,2.6102,2
6.33,-21.1533,2.62446,2
6.34,-21.1269,2.63882,2
6.35,-21.1005,2.65328,2
6.36,-21.0739,2.66784,2
6.37,-21.0471,2.68248,2
6.38,-21.0202,2.69721,2
6.39,-20.9932,2.71202,2
6.4,-20.966,2.72689,2
6.41,-20.9386,2.74184,2
6.42,-20.9111,2.75685,2
6.43,-20.8835,2.77191,2
6.44,-20.8557,2.78702,2
6.45,-20.8278,2.80217,2
6.46,-20.7997,2.81736,2
6.47,-20.7714,2.83257,2
6.48,-20.743,2.84781,2
6.49,-20.7145,2.86306,2
6.5,-20.6858,2.87832,2
6.51,-20.6569,2.89357,2
6.52,-20.6279,2.90882,2
6.53,-20.5987,2.92405,2
6.54,-20.5694,2.93926,2
6.55,-20.5399,2.95444,2
6.56,-20.5103,2.96957,2
6.57,-20.4805,2.98466,2
6.58,-20.4506,2.99969,2
6.59,-20.4205,3.01465,2
6.6,-20.3903,3.02954,2
6.61,-20.36,3.04434,2
6.62,-20.3294,3.05905,2
6.63,-20.2988,3.07367,2
6.64,-20.268,3.08817,2
6.65,-20.237,3.10255,2
6.66,-20.2059,3.1168,2
6.67,-20.1747,3.13092,2
6.68,-20.1433,3.14489,2
6.69,-20.1118,3.15871,2
6.7,-20.0801,3.17236,2
6.71,-20.0483,3.18583,2
6.72,-20.0164,3.19913,2
6.73,-19.9844,3.21223,2
6.74,-19.9522,3.22513,2
6.75,-19.9199,3.23782,2
6.76,-19.8874,3.2503,2
6.77,-19.8548,3.26254,2
6.78,-19.8222,3.27455,2
6.79,-19.7894,3.28632,2
6.8,-19.7564,3.29784,2
6.81,-19.7234,3.30909,2
6.82,-19.6903,3.32008,2
6.83,-19.657,3.33079,2
6.84,-19.6236,3.34122,2
6.85,-19.5902,3.35136,2
6.86,-19.5566,3.3612,2
6.87,-19.523,3.37074,2
6.88,-19.4892,3.37996,2
6.89,-19.4554,3.38887,2
6.9,-19.4214,3.39746,2
6.91,-19.3874,3.40572,2
6.92,-19.3533,3.41365,2
6.93,-19.3191,3.42124,2
6.94,-19.2849,3.42848,2
6.95,-19.2506,3.43538,2
6.96,-19.2162,3.44194,2
6.97,-19.1817,3.44813,2
6.98,-19.1472,3.45398,2
6.99,-19.1127,3.45946,2
7,-19.078,3.46458,2
7.01,-19.0434,3.46934,2
7.02,-19.0086,3.47374,2
7.03,-18.9739,3.47777,2
7.04,-18.9391,3.48144,2
7.05,-18.9043,3.48475,2
7.06,-18.8694,3.48769,2
7.07,-18.8345,3.49027,2
7.08,-18.7996,3.49249,2
7.09,-18.7647,3.49434,2
7.1,-18.7297,3.49585,2
7.11,-18.6947,3.497,2
7.12,-18.6598,3.49779,2
7.13,-18.6248,3.49825,2
7.14,-18.5898,3.49836,2
7.15,-18.5548,3.49813,2
7.16,-18.5198,3.49757,2
7.17,-18.4849,3.49668,2
7.18,-18.4499,3.49547,2
7.19,-18.415,3.49394,2
7.2,-18.38,3.49211,2
7.21,-18.3451,3.48998,2
7.22,-18.3102,3.48755,2
7.23,-18.2754,3.48483,2
7.24,-18.2405,3.48184,2
7.25,-18.2057,3.47857,2
7.26,-18.171,3.47505,2
7.27,-18.1362,3.47127,2
7.28,-18.1015,3.46725,2
7.29,-18.0669,3.463,2
7.3,-18.0323,3.45852,2
7.31,-17.9977,3.45383,2
7.32,-17.9632,3.44894,2
7.33,-17.9287,3.44385,2
7.34,-17.8943,3.43858,2
7.35,-17.86,3.43314,2
7.36,-17.8257,3.42754,2
7.37,-17.7914,3.42179,2
7.38,-17.7572,3.4159,2
7.39,-17.7231,3.40988,2
7.4,-17.689,3.40374,2
7.41,-17.655,3.3975,2
7.42,-17.6211,3.39117,2
7.43,-17.5872,3.38476,2
7.44,-17.5534,3.37827,2
7.45,-17.5196,3.37173,2
7.46,-17.486,3.36513,2
7.47,-17.4523,3.35851,2
7.48,-17.4188,3.35185,2
7.49,-17.3853,3.34519,2
7.5,-17.3519,3.33852,2
7.51,-17.3185,3.33186,2
7.52,-17.2852,3.32522,2
7.53,-17.252,3.31861,2
7.54,-17.2189,3.31204,2
7.55,-17.1858,3.30553,2
7.56,-17.1528,3.29908,2
7.57,-17.1198,3.2927,2
7.58,-17.0869,3.28641,2
7.59,-17.0541,3.28021,2
7.6,-17.0213,3.27411,2
7.61,-16.9886,3.26813,2
7.62,-16.9559,3.26227,2
7.63,-16.9233,3.25654,2
7.64,-16.8908,3.25096,2
7.65,-16.8583,3.24552,2
7.66,-16.8259,3.24025,2
7.67,-16.7935,3.23514,2
7.68,-16.7612,3.23021,2
7.69,-16.7289,3.22546,2
7.7,-16.6967,3.2209,2
7.71,-16.6645,3.21655,2
7.72,-16.6324,3.2124,2
7.73,-16.6003,3.20846,2
7.74,-16.5682,3.20474,2
7.75,-16.5362,3.20125,2
7.76,-16.5042,3.198,2
7.77,-16.4722,3.19498,2
7.78,-16.4403,3.19221,2
7.79,-16.4083,3.18969,2
7.8,-16.3765,3.18743,2
7.81,-16.3446,3.18542,2
7.82,-16.3128,3.18368,2
7.83,-16.2809,3.18221,2
7.84,-16.2491,3.18102,2
7.85,-16.2173,3.1801,2
7.86,-16.1855,3.17947,2
7.87,-16.1537,3.17912,2
7.88,-16.1219,3.17905,2
7.89,-16.0901,3.17928,2
7.9,-16.0583,3.1798,2
7.91,-16.0265,3.18062,2
7.92,-15.9947,3.18173,2
7.93,-15.9629,3.18315,2
7.94,-15.9311,3.18486,2
7.95,-15.8992,3.18687,2
7.96,-15.8673,3.18919,2
7.97,-15.8354,3.19181,2
7.98,-15.8035,3.19473,2
7.99,-15.7715,3.19795,2
8,-15.7395,3.20148,2
8.01,-15.7075,3.20531,2
8.02,-15.6754,3.20944,2
8.03,-15.6433,3.21386,2
8.04,-15.6111,3.21859,2
8.05,-15.5789,3.22361,2
8.06,-15.5467,3.22892,2
